reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['LMJLV39_010010000.1-p1', 'LMJLV39_030007300.1-p1', 'LMJLV39_010010500.1-p1', 'LMJLV39_010010300.1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['LMJLV39_010010000.1-p1', 'LMJLV39_030007300.1-p1', 'LMJLV39_010010500.1-p1', 'LMJLV39_010010300.1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['LMJLV39_010010000.1-p1', 'LMJLV39_030007300.1-p1', 'LMJLV39_010010500.1-p1', 'LMJLV39_010010300.1-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['LMJLV39_350018600.1-p1', 'LMJLV39_340005200.1-p1', 'LMJLV39_350008600.1-p1', 'LMJLV39_230008000.1-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['LMJLV39_350018600.1-p1', 'LMJLV39_340005200.1-p1', 'LMJLV39_350008600.1-p1', 'LMJLV39_230008000.1-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['LMJLV39_350018600.1-p1', 'LMJLV39_340005200.1-p1', 'LMJLV39_350008600.1-p1', 'LMJLV39_230008000.1-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,['LMJLV39_330038300.1-p1'],1000.0,0.0
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,['LMJLV39_140008700.1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['LMJLV39_010010000.1-p1', 'LMJLV39_270007900.1-p1', 'LMJLV39_030007300.1-p1', 'LMJLV39_010010500.1-p1', 'LMJLV39_010010300.1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['LMJLV39_010010000.1-p1', 'LMJLV39_270007900.1-p1', 'LMJLV39_030007300.1-p1', 'LMJLV39_010010500.1-p1', 'LMJLV39_010010300.1-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['LMJLV39_010010000.1-p1', 'LMJLV39_270007900.1-p1', 'LMJLV39_030007300.1-p1', 'LMJLV39_010010500.1-p1', 'LMJLV39_010010300.1-p1']",1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,"['LMJLV39_310024300.1-p1', 'LMJLV39_310024200.1-p1', 'LMJLV39_230015500.1-p1']",1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,"['LMJLV39_310024300.1-p1', 'LMJLV39_310024200.1-p1', 'LMJLV39_230015500.1-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['LMJLV39_230011100.1-p1', 'LMJLV39_230015700.1-p1']",1000.0,0.0
ACLS,h_c + 2.0 pyr_c --> alac__S_c + co2_c,['LMJLV39_340038200.1-p1'],1000.0,0.0
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,"['LMJLV39_280033300.1-p1', 'LMJLV39_060015100.1-p1', 'LMJLV39_350034300.1-p1']",1000.0,0.0
ACOAD7f,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,"['LMJLV39_280033300.1-p1', 'LMJLV39_060015100.1-p1', 'LMJLV39_350034300.1-p1']",1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,['LMJLV39_270007900.1-p1'],1000.0,0.0
ACODA,acorn_c + h2o_c --> ac_c + orn_c,"['LMJLV39_290022600.1-p1', 'LMJLV39_070008600.1-p1']",1000.0,0.0
ACPPAT141,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,['LMJLV39_270007900.1-p1'],1000.0,0.0
ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,['LMJLV39_270007900.1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['LMJLV39_300015000.1-p1', 'LMJLV39_340006300.1-p1', 'LMJLV39_210020600.1-p1']",1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['LMJLV39_360031100.1-p1', 'LMJLV39_120011800.1-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['LMJLV39_220021300.1-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,['LMJLV39_300027700.1-p1'],1000.0,0.0
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c,"['LMJLV39_220022000.1-p1', 'LMJLV39_170011500.1-p1']",1000.0,0.0
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,['LMJLV39_230007800.1-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['LMJLV39_270019500.1-p1'],1000.0,0.0
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,"['LMJLV39_240009000.1-p1', 'LMJLV39_360031100.1-p1', 'LMJLV39_350013800.1-p1', 'LMJLV39_330021300.1-p1', 'LMJLV39_120011800.1-p1']",1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,"['LMJLV39_210016500.1-p1', 'LMJLV39_300010100.1-p1']",1000.0,0.0
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,['LMJLV39_160011500.1-p1'],1000.0,0.0
CRNDCAL2,atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c,"['LMJLV39_010010200.1-p1', 'LMJLV39_280018200.1-p1']",1000.0,0.0
CTECOAI6,tdecoa_c --> td2coa_c,"['LMJLV39_310032700.1-p1', 'LMJLV39_350008900.1-p1', 'LMJLV39_290031200.1-p1']",1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,"['LMJLV39_320036200.1-p1', 'LMJLV39_260022300.1-p1']",1000.0,0.0
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,['LMJLV39_360034400.1-p1'],1000.0,0.0
