reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,['NBO_62gi001-t26_1-p1'],1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,['NBO_62gi001-t26_1-p1'],1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,['NBO_62gi001-t26_1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,['NBO_62gi001-t26_1-p1'],1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,['NBO_62gi001-t26_1-p1'],1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,['NBO_62gi001-t26_1-p1'],1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,['NBO_511g0002-t26_1-p1'],1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,['NBO_511g0002-t26_1-p1'],1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,['NBO_360g0002-t26_1-p1'],1000.0,0.0
ACONMT,acon_T_c + amet_c --> aconm_c + ahcys_c,['NBO_10g0045-t26_1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,['NBO_14g0009-t26_1-p1'],1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['NBO_58g0028-t26_1-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,"['NBO_1078gi001', 'NBO_80g0035-t26_1-p1']",1000.0,0.0
BWCOS,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c,['NBO_118g0001-t26_1-p1'],1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,"['NBO_52g0025-t26_1-p1', 'NBO_52g0014-t26_1-p1', 'NBO_441g0006-t26_1-p1']",1000.0,0.0
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,['NBO_1288g0001-t26_1-p1'],1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,"['NBO_371g0001-t26_1-p1', 'NBO_6g0121-t26_1-p1']",1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,"['NBO_1042g0001-t26_1-p1', 'NBO_34g0016-t26_1-p1']",1000.0,0.0
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,['NBO_20g0027-t26_1-p1'],1000.0,0.0
GLUSy,akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c,['NBO_63g0020-t26_1-p1'],1000.0,0.0
GLUTRS,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,"['NBO_569g0003-t26_1-p1', 'NBO_89g0001', 'NBO_262g0001-t26_1-p1']",1000.0,0.0
GMHEPAT,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,['NBO_20g0011-t26_1-p1'],1000.0,0.0
GRXR,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,['NBO_3g0003-t26_1-p1'],1000.0,0.0
GTHOr,gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c,"['NBO_41g0047', 'NBO_7g0004', 'NBO_1189g0001', 'NBO_3g0003-t26_1-p1', 'NBO_32g0022']",1000.0,0.0
HISTD,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,['NBO_160g0002-t26_1-p1'],1000.0,0.0
I4FE4ST,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,['NBO_378g0009-t26_1-p1'],1000.0,0.0
IGPDH,eig3p_c --> h2o_c + imacp_c,['NBO_160g0001-t26_1-p1'],1000.0,0.0
LALDO3,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c,['NBO_66g0029-t26_1-p1'],1000.0,0.0
LYSTRS,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,['NBO_64g0050-t26_1-p1'],1000.0,0.0
MAN1PT2,gdp_c + h_c + man1p_c --> gdpmann_c + pi_c,['NBO_20g0027-t26_1-p1'],1000.0,0.0
METAT,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,"['NBO_6g0027-t26_1-p1', 'NBO_980g0001-t26_1-p1']",1000.0,0.0
