reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,['EDEG_00449-t26_1-p1'],1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,['EDEG_00449-t26_1-p1'],1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,['EDEG_00449-t26_1-p1'],1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,['EDEG_02188-t26_1-p1'],1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,['EDEG_02188-t26_1-p1'],1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,['EDEG_02188-t26_1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,['EDEG_00449-t26_1-p1'],1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,['EDEG_00449-t26_1-p1'],1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,['EDEG_00449-t26_1-p1'],1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,['EDEG_03900-t26_1-p1'],1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,['EDEG_03900-t26_1-p1'],1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['EDEG_01993-t26_1-p1', 'EDEG_01995-t26_1-p1']",1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['EDEG_02453-t26_1-p1', 'EDEG_02153-t26_1-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['EDEG_00097-t26_1-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['EDEG_02240-t26_1-p1'],1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,['EDEG_01296-t26_1-p1'],1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,['EDEG_01913-t26_1-p1'],1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,"['EDEG_01989-t26_1-p1', 'EDEG_00213-t26_1-p1']",1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,['EDEG_03190-t26_1-p1'],1000.0,0.0
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,['EDEG_00763-t26_1-p1'],1000.0,0.0
GLUTRS,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,['EDEG_02238-t26_1-p1'],1000.0,0.0
