reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,['TP01_0119-t26_1-p1'],1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,['TP01_0119-t26_1-p1'],1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,['TP01_0119-t26_1-p1'],1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,['TP04_0605-t26_1-p1'],1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,['TP04_0605-t26_1-p1'],1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,['TP04_0605-t26_1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,['TP01_0119-t26_1-p1'],1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,['TP01_0119-t26_1-p1'],1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,['TP01_0119-t26_1-p1'],1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,['TP04_0219-t26_1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,['TP01_0633-t26_1-p1'],1000.0,0.0
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,['TP02_0668-t26_1-p1'],1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['TP01_1004-t26_1-p1'],1000.0,0.0
APH140,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,['TP01_1141-t26_1-p1'],1000.0,0.0
APH160,h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c,['TP01_1141-t26_1-p1'],1000.0,0.0
APH161,h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c,['TP01_1141-t26_1-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,"['TP01_1024', 'TP04_0389-t26_1-p1', 'TP04_0858']",1000.0,0.0
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,['TP02_0046-t26_1-p1'],1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,['TP03_0489-t26_1-p1'],1000.0,0.0
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,['TP03_0048-t26_1-p1'],1000.0,0.0
