reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,['M896_050830-t26_1-p1'],1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,['M896_050830-t26_1-p1'],1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,['M896_050830-t26_1-p1'],1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['M896_091150-t26_1-p1', 'M896_050480-t26_1-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['M896_091150-t26_1-p1', 'M896_050480-t26_1-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['M896_091150-t26_1-p1', 'M896_050480-t26_1-p1']",1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,['M896_050830-t26_1-p1'],1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,['M896_050830-t26_1-p1'],1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,['M896_050830-t26_1-p1'],1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,['M896_012270-t26_1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,['M896_060650-t26_1-p1'],1000.0,0.0
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,['M896_050240-t26_1-p1'],1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['M896_021470-t26_1-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['M896_090510-t26_1-p1'],1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,['M896_060770-t26_1-p1'],1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,['M896_060460-t26_1-p1'],1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,['M896_080770-t26_1-p1'],1000.0,0.0
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,['M896_120560-t26_1-p1'],1000.0,0.0
GLUTRS,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,['M896_021170-t26_1-p1'],1000.0,0.0
GMHEPAT,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,['M896_120750-t26_1-p1'],1000.0,0.0
GRXR,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,"['M896_052020-t26_1-p1', 'M896_021740-t26_1-p1']",1000.0,0.0
GTHOr,gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c,['M896_052020-t26_1-p1'],1000.0,0.0
I4FE4ST,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,['M896_010370-t26_1-p1'],1000.0,0.0
LALDO3,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c,['M896_010870-t26_1-p1'],1000.0,0.0
LYSTRS,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,"['M896_060770-t26_1-p1', 'M896_041040-t26_1-p1']",1000.0,0.0
MAN1PT2,gdp_c + h_c + man1p_c --> gdpmann_c + pi_c,['M896_120560-t26_1-p1'],1000.0,0.0
MOADSUx,iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c,['M896_121660-t26_1-p1'],1000.0,0.0
MPTSS,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c,"['M896_030430-t26_1-p1', 'M896_021300-t26_1-p1']",1000.0,0.0
NADK,atp_c + nad_c --> adp_c + h_c + nadp_c,['M896_081050-t26_1-p1'],1000.0,0.0
NDPK3,atp_c + cdp_c --> adp_c + ctp_c,['M896_070590-t26_1-p1'],1000.0,0.0
NDPK5,atp_c + dgdp_c --> adp_c + dgtp_c,['M896_070590-t26_1-p1'],1000.0,0.0
NDPK6,atp_c + dudp_c --> adp_c + dutp_c,['M896_070590-t26_1-p1'],1000.0,0.0
NTP1,atp_c + h2o_c --> adp_c + h_c + pi_c,"['M896_020800-t26_1-p1', 'M896_011160-t26_1-p1', 'M896_031190-t26_1-p1', 'M896_120400-t26_1-p1']",1000.0,0.0
PANTS,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,['M896_030450-t26_1-p1'],1000.0,0.0
PFK,atp_c + f6p_c --> adp_c + fdp_c + h_c,['M896_031050-t26_1-p1'],1000.0,0.0
PYK,adp_c + h_c + pep_c --> atp_c + pyr_c,['M896_100090-t26_1-p1'],1000.0,0.0
RNDR1b,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c,"['M896_052020-t26_1-p1', 'M896_021740-t26_1-p1']",1000.0,0.0
RNDR2b,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c,"['M896_052020-t26_1-p1', 'M896_021740-t26_1-p1']",1000.0,0.0
RNDR3,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,"['M896_050840-t26_1-p1', 'M896_060720-t26_1-p1']",1000.0,0.0
RNDR3b,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c,"['M896_052020-t26_1-p1', 'M896_021740-t26_1-p1']",1000.0,0.0
RNDR4b,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c,"['M896_052020-t26_1-p1', 'M896_021740-t26_1-p1']",1000.0,0.0
RPI,r5p_c --> ru5p__D_c,['M896_050090-t26_1-p1'],1000.0,0.0
TPI,dhap_c --> g3p_c,"['M896_012260-t26_1-p1', 'M896_120090-t26_1-p1']",1000.0,0.0
TRDR,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c,['M896_020900-t26_1-p1'],1000.0,0.0
VALTRS,atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,"['M896_041610-t26_1-p1', 'M896_060290-t26_1-p1']",1000.0,0.0
THZPSN,atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c,"['M896_030820-t26_1-p1', 'M896_121660-t26_1-p1']",1000.0,0.0
ACGAMPM,acgam6p_c --> acgam1p_c,['M896_010540-t26_1-p1'],1000.0,0.0
ALCD19y,glyald_c + h_c + nadph_c --> glyc_c + nadp_c,['M896_010870-t26_1-p1'],1000.0,0.0
ARAB1D2,arab__D_c + nadp_c --> Dara14lac_c + h_c + nadph_c,['M896_010870-t26_1-p1'],1000.0,0.0
CHTNS,udpacgal_c --> chitin_c + h_c + udp_c,['M896_011330-t26_1-p1'],1000.0,0.0
ERGSTt,ergst_e --> ergst_c,['M896_031320-t26_1-p1'],1000.0,0.0
FACOAL180,atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c,['M896_050830-t26_1-p1'],1000.0,0.0
GLYCDy,glyc_c + nadp_c --> dha_c + h_c + nadph_c,['M896_010870-t26_1-p1'],1000.0,0.0
HISt2r,h_e + his__L_e --> h_c + his__L_c,['M896_070540-t26_1-p1'],1000.0,0.0
PI35BP5P_SC,h2o_c + 0.01 ptd135bp_SC_c --> pi_c + 0.01 ptd3ino_SC_c,"['M896_091400-t26_1-p1', 'M896_030560-t26_1-p1']",1000.0,0.0
PIN3K_SC,atp_c + 0.01 ptd1ino_SC_c --> adp_c + h_c + 0.01 ptd3ino_SC_c,"['M896_050510-t26_1-p1', 'M896_021090-t26_1-p1']",1000.0,0.0
TYRt2r,h_e + tyr__L_e --> h_c + tyr__L_c,['M896_070540-t26_1-p1'],1000.0,0.0
ZYMSTt,zymst_e --> zymst_c,['M896_031320-t26_1-p1'],1000.0,0.0
4M2OPLOXRD,4mop_c + h_c + lpam_c --> 3mbdhl_c + co2_c,['M896_041630-t26_1-p1'],1000.0,0.0
G3PCT,ctp_c + glyc3p_c + h_c --> cdpglyc_c + ppi_c,"['M896_051620-t26_1-p1', 'M896_120750-t26_1-p1']",1000.0,0.0
