reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['Tb427_090024700.1-p1', 'Tb427_100037500.1-p1', 'Tb427_090024800.1-p1', 'Tb427_090024600.1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['Tb427_090024700.1-p1', 'Tb427_100037500.1-p1', 'Tb427_090024800.1-p1', 'Tb427_090024600.1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['Tb427_090024700.1-p1', 'Tb427_100037500.1-p1', 'Tb427_090024800.1-p1', 'Tb427_090024600.1-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['Tb427_080025300.1-p1', 'Tb427_090083300.1-p1', 'Tb427_100129800.1-p1', 'Tb427_050016800.1-p1', 'Tb427_100126700.1-p1', 'Tb427_020026800.1-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['Tb427_080025300.1-p1', 'Tb427_090083300.1-p1', 'Tb427_100129800.1-p1', 'Tb427_050016800.1-p1', 'Tb427_100126700.1-p1', 'Tb427_020026800.1-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['Tb427_080025300.1-p1', 'Tb427_090083300.1-p1', 'Tb427_100129800.1-p1', 'Tb427_050016800.1-p1', 'Tb427_100126700.1-p1', 'Tb427_020026800.1-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,['Tb427_020017800.1-p1'],1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,['Tb427_020017800.1-p1'],1000.0,0.0
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,['Tb427_070049300.1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['Tb427_030008300.1-p1', 'Tb427_090024700.1-p1', 'Tb427_090024600.1-p1', 'Tb427_100037500.1-p1', 'Tb427_090024800.1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['Tb427_030008300.1-p1', 'Tb427_090024700.1-p1', 'Tb427_090024600.1-p1', 'Tb427_100037500.1-p1', 'Tb427_090024800.1-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['Tb427_030008300.1-p1', 'Tb427_090024700.1-p1', 'Tb427_090024600.1-p1', 'Tb427_100037500.1-p1', 'Tb427_090024800.1-p1']",1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,['Tb427_080028600.1-p1'],1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,['Tb427_080028600.1-p1'],1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['Tb427_080031300.1-p1', 'Tb427_080028400.1-p1']",1000.0,0.0
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,['Tb427_110020100.1-p1'],1000.0,0.0
ACOAD7f,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,['Tb427_110020100.1-p1'],1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,"['Tb427_030008300.1-p1', 'Tb427_020017800.1-p1']",1000.0,0.0
ACODA,acorn_c + h2o_c --> ac_c + orn_c,['Tb427_080021900.1-p1'],1000.0,0.0
ACPPAT141,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,['Tb427_030008300.1-p1'],1000.0,0.0
ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,['Tb427_030008300.1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['Tb427_060027900.1-p1', 'Tb427_060028500.1-p1', 'Tb427_100029600.1-p1', 'Tb427_100011500.1-p1', 'Tb427_100061700.1-p1', 'Tb427_060027300.1-p1']",1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['Tb427_010027700.1-p1', 'Tb427_100127100.1-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['Tb427_060010400.1-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,['Tb427_080044500.1-p1'],1000.0,0.0
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c,['Tb427_060009800.1-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['Tb427_110024700.1-p1'],1000.0,0.0
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,"['Tb427_100041200.1-p1', 'Tb427_010027700.1-p1', 'Tb427_110056000.1-p1', 'Tb427_100127100.1-p1']",1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,"['Tb427_100015700.1-p1', 'Tb427_060023100.1-p1']",1000.0,0.0
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,['Tb427_050044600.1-p1'],1000.0,0.0
CRNDCAL2,atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c,"['Tb427_110082000.1-p1', 'Tb427_100037500.1-p1']",1000.0,0.0
CTECOAI6,tdecoa_c --> td2coa_c,"['Tb427_080081100.1-p1', 'Tb427_100044500.1-p1', 'Tb427_030059800.1-p1', 'Tb427_030051900.1-p1']",1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,['Tb427_070005800.1-p1'],1000.0,0.0
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,['Tb427_100081300.1-p1'],1000.0,0.0
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,['Tb427_100011900.1-p1'],1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,['Tb427_100106700.1-p1'],1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,['Tb427_100073300.1-p1'],1000.0,0.0
ECOAH1,3hbcoa_c --> b2coa_c + h2o_c,"['Tb427_080081100.1-p1', 'Tb427_100044500.1-p1', 'Tb427_030059800.1-p1', 'Tb427_030051900.1-p1', 'Tb427_020019000.1-p1']",1000.0,0.0
ECOAH2,3hhcoa_c --> h2o_c + hx2coa_c,"['Tb427_080081100.1-p1', 'Tb427_100044500.1-p1', 'Tb427_030051900.1-p1', 'Tb427_030059800.1-p1', 'Tb427_020019000.1-p1']",1000.0,0.0
ECOAH6,3htdcoa_c --> h2o_c + td2coa_c,"['Tb427_080081100.1-p1', 'Tb427_100044500.1-p1', 'Tb427_030059800.1-p1', 'Tb427_030051900.1-p1', 'Tb427_020019000.1-p1']",1000.0,0.0
ECOAH8,3hodcoa_c --> h2o_c + od2coa_c,"['Tb427_080081100.1-p1', 'Tb427_100044500.1-p1', 'Tb427_030059800.1-p1', 'Tb427_030051900.1-p1', 'Tb427_020019000.1-p1']",1000.0,0.0
FBP,fdp_c + h2o_c --> f6p_c + pi_c,"['Tb427_090035200.1-p1', 'Tb427_090049000.1-p1', 'Tb427_020030300.1-p1']",1000.0,0.0
