reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,['EPH_0010670-t26_1-p1'],1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,['EPH_0010670-t26_1-p1'],1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,['EPH_0010670-t26_1-p1'],1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,"['EPH_0000420-t26_1-p1', 'EPH_0020830-t26_1-p1', 'EPH_0047980-t26_1-p1', 'EPH_0028830-t26_1-p1']",1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,"['EPH_0000420-t26_1-p1', 'EPH_0020830-t26_1-p1']",1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,"['EPH_0012480-t26_1-p1', 'EPH_0012490-t26_1-p1']",1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,"['EPH_0012480-t26_1-p1', 'EPH_0012490-t26_1-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,['EPH_0027460-t26_1-p1'],1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,"['EPH_0000420-t26_1-p1', 'EPH_0020830-t26_1-p1']",1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['EPH_0074510-t26_1-p1', 'EPH_0037350-t26_1-p1']",1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,['EPH_0039430-t26_1-p1'],1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['EPH_0008260-t26_1-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,['EPH_0002090-t26_1-p1'],1000.0,0.0
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,['EPH_0044250-t26_1-p1'],1000.0,0.0
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,['EPH_0069460-t26_1-p1'],1000.0,0.0
FBP,fdp_c + h2o_c --> f6p_c + pi_c,"['EPH_0018130-t26_1-p1', 'EPH_0033640-t26_1-p1']",1000.0,0.0
GDMANE,gdpddman_c --> gdpofuc_c,['EPH_0005630-t26_1-p1'],1000.0,0.0
GLCP,glycogen_c + pi_c --> g1p_c,['EPH_0075590-t26_1-p1'],1000.0,0.0
GLUTRS,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,['EPH_0043890-t26_1-p1'],1000.0,0.0
GLYCL,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,['EPH_0074360-t26_1-p1'],1000.0,0.0
GLYCTO3,glyclt_c + mqn8_c --> glx_c + mql8_c,['EPH_0038790-t26_1-p1'],1000.0,0.0
GLYCTO4,2dmmq8_c + glyclt_c --> 2dmmql8_c + glx_c,['EPH_0038790-t26_1-p1'],1000.0,0.0
GMAND,gdpmann_c --> gdpddman_c + h2o_c,['EPH_0002780-t26_1-p1'],1000.0,0.0
HBZOPT,4hbz_c + octdp_c --> 3ophb_c + ppi_c,['EPH_0038510-t26_1-p1'],1000.0,0.0
I4FE4ST,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,['EPH_0012140-t26_1-p1'],1000.0,0.0
IMPD,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,['EPH_0005880-t26_1-p1'],1000.0,0.0
LCADi,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,['EPH_0002090-t26_1-p1'],1000.0,0.0
