reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['LtaP01.0500.mRNA-p1', 'LtaP01.0480.mRNA-p1', 'LtaP01.0510.mRNA-p1', 'LtaP03.0220.mRNA-p1', 'LtaPcontig230-1.mRNA-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['LtaP01.0500.mRNA-p1', 'LtaP01.0480.mRNA-p1', 'LtaP01.0510.mRNA-p1', 'LtaP03.0220.mRNA-p1', 'LtaPcontig230-1.mRNA-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['LtaP01.0500.mRNA-p1', 'LtaP01.0480.mRNA-p1', 'LtaP01.0510.mRNA-p1', 'LtaP03.0220.mRNA-p1', 'LtaPcontig230-1.mRNA-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['LtaP27.2560.mRNA-p1', 'LtaP35.1310.mRNA-p1', 'LtaP35.0520.mRNA-p1', 'LtaP34.0040.mRNA-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['LtaP27.2560.mRNA-p1', 'LtaP35.1310.mRNA-p1', 'LtaP35.0520.mRNA-p1', 'LtaP34.0040.mRNA-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['LtaP27.2560.mRNA-p1', 'LtaP35.1310.mRNA-p1', 'LtaP35.0520.mRNA-p1', 'LtaP34.0040.mRNA-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,['LtaP33.2950.mRNA-p1'],1000.0,0.0
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,['LtaP14.0330.mRNA-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['LtaP01.0500.mRNA-p1', 'LtaP01.0480.mRNA-p1', 'LtaP01.0510.mRNA-p1', 'LtaP27.0280.mRNA-p1', 'LtaP03.0220.mRNA-p1', 'LtaPcontig230-1.mRNA-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['LtaP01.0500.mRNA-p1', 'LtaP01.0480.mRNA-p1', 'LtaP01.0510.mRNA-p1', 'LtaP27.0280.mRNA-p1', 'LtaP03.0220.mRNA-p1', 'LtaPcontig230-1.mRNA-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['LtaP01.0500.mRNA-p1', 'LtaP01.0480.mRNA-p1', 'LtaP01.0510.mRNA-p1', 'LtaP27.0280.mRNA-p1', 'LtaP03.0220.mRNA-p1', 'LtaPcontig230-1.mRNA-p1']",1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,"['LtaP23.0960.mRNA-p1', 'LtaP31.2100.mRNA-p1']",1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,"['LtaP23.0960.mRNA-p1', 'LtaP31.2100.mRNA-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['LtaP23.0980.mRNA-p1', 'LtaP30.3200.mRNA-p1', 'LtaP23.0630.mRNA-p1']",1000.0,0.0
ACLS,h_c + 2.0 pyr_c --> alac__S_c + co2_c,['LtaP34.3160.mRNA-p1'],1000.0,0.0
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,"['LtaP28.2590.mRNA-p1', 'LtaP06.0850.mRNA-p1', 'LtaP35.2750.mRNA-p1']",1000.0,0.0
ACOAD7f,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,"['LtaP28.2590.mRNA-p1', 'LtaP06.0850.mRNA-p1', 'LtaP35.2750.mRNA-p1']",1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,['LtaP27.0280.mRNA-p1'],1000.0,0.0
ACODA,acorn_c + h2o_c --> ac_c + orn_c,['LtaP29.1710.mRNA-p1'],1000.0,0.0
ACPPAT141,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,['LtaP27.0280.mRNA-p1'],1000.0,0.0
ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,['LtaP27.0280.mRNA-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['LtaP21.1430.mRNA-p1', 'LtaP34.0140.mRNA-p1', 'LtaP30.0990.mRNA-p1', 'LtaP36.1340.mRNA-p1', 'LtaP25.2500.mRNA-p1']",1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['LtaP33.1490.mRNA-p1', 'LtaP36.2420.mRNA-p1', 'LtaP12.0650.mRNA-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['LtaP22.1510.mRNA-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,['LtaP10.0990.mRNA-p1'],1000.0,0.0
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c,"['LtaP17.0610.mRNA-p1', 'LtaP22.1570.mRNA-p1']",1000.0,0.0
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,['LtaP23.0320.mRNA-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['LtaP27.1400.mRNA-p1'],1000.0,0.0
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,"['LtaP24.0360.mRNA-p1', 'LtaP12.0650.mRNA-p1', 'LtaP35.0940.mRNA-p1', 'LtaP33.1490.mRNA-p1', 'LtaP36.2420.mRNA-p1']",1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,"['LtaP30.0530.mRNA-p1', 'LtaP21.1070.mRNA-p1']",1000.0,0.0
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,['LtaP16.0560.mRNA-p1'],1000.0,0.0
CFAS180E,2.0 amet_c + pe181_c --> 2.0 ahcys_c + cpe180_c + 2.0 h_c,['LtaP08.0530.mRNA-p1'],1000.0,0.0
CRNDCAL2,atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c,"['LtaP01.0500.mRNA-p1', 'LtaP28.1220.mRNA-p1']",1000.0,0.0
CTECOAI6,tdecoa_c --> td2coa_c,['LtaP29.2470.mRNA-p1'],1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,['LtaP26.1650.mRNA-p1'],1000.0,0.0
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,['LtaP36.2670.mRNA-p1'],1000.0,0.0
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,['LtaP21.1390.mRNA-p1'],1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,['LtaP36.4750.mRNA-p1'],1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,"['LtaP35.4750.mRNA-p1', 'LtaP36.2390.mRNA-p1']",1000.0,0.0
EAR100x,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c,['LtaP34.0670.mRNA-p1'],1000.0,0.0
EAR141x,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c,['LtaP34.0670.mRNA-p1'],1000.0,0.0
EAR180x,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c,['LtaP34.0670.mRNA-p1'],1000.0,0.0
ECOAH1,3hbcoa_c --> b2coa_c + h2o_c,"['LtaP33.2830.mRNA-p1', 'LtaP26.1590.mRNA-p1', 'LtaP29.2470.mRNA-p1', 'LtaP35.0550.mRNA-p1']",1000.0,0.0
ECOAH2,3hhcoa_c --> h2o_c + hx2coa_c,"['LtaP33.2830.mRNA-p1', 'LtaP26.1590.mRNA-p1', 'LtaP29.2470.mRNA-p1', 'LtaP35.0550.mRNA-p1']",1000.0,0.0
