reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['TM35_000062060-t36_1-p1', 'TM35_000011910-t36_1-p1', 'TM35_000062040-t36_1-p1', 'TM35_000062050-t36_1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['TM35_000062060-t36_1-p1', 'TM35_000011910-t36_1-p1', 'TM35_000062040-t36_1-p1', 'TM35_000062050-t36_1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['TM35_000062060-t36_1-p1', 'TM35_000011910-t36_1-p1', 'TM35_000062040-t36_1-p1', 'TM35_000062050-t36_1-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['TM35_000084190-t36_1-p1', 'TM35_000044790-t36_1-p1', 'TM35_000591060-t36_1-p1', 'TM35_000721080-t36_1-p1', 'TM35_000131200-t36_1-p1', 'TM35_000022580-t36_1-p1', 'TM35_000491390-t36_1-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['TM35_000084190-t36_1-p1', 'TM35_000044790-t36_1-p1', 'TM35_000591060-t36_1-p1', 'TM35_000721080-t36_1-p1', 'TM35_000131200-t36_1-p1', 'TM35_000022580-t36_1-p1', 'TM35_000491390-t36_1-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['TM35_000084190-t36_1-p1', 'TM35_000044790-t36_1-p1', 'TM35_000591060-t36_1-p1', 'TM35_000721080-t36_1-p1', 'TM35_000131200-t36_1-p1', 'TM35_000022580-t36_1-p1', 'TM35_000491390-t36_1-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,['TM35_000231930-t36_1-p1'],1000.0,0.0
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,"['TM35_000292240-t36_1-p1', 'TM35_000292230']",1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['TM35_000062060-t36_1-p1', 'TM35_000331340-t36_1-p1', 'TM35_000011910-t36_1-p1', 'TM35_000062050-t36_1-p1', 'TM35_000062040-t36_1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['TM35_000062060-t36_1-p1', 'TM35_000331340-t36_1-p1', 'TM35_000011910-t36_1-p1', 'TM35_000062050-t36_1-p1', 'TM35_000062040-t36_1-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['TM35_000062060-t36_1-p1', 'TM35_000331340-t36_1-p1', 'TM35_000011910-t36_1-p1', 'TM35_000062050-t36_1-p1', 'TM35_000062040-t36_1-p1']",1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,"['TM35_000261690-t36_1-p1', 'TM35_000132260-t36_1-p1', 'TM35_000016040-t36_1-p1']",1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,"['TM35_000261690-t36_1-p1', 'TM35_000132260-t36_1-p1', 'TM35_000016040-t36_1-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,['TM35_000132630-t36_1-p1'],1000.0,0.0
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,"['TM35_000044110-t36_1-p1', 'TM35_000241620-t36_1-p1', 'TM35_000361770-t36_1-p1']",1000.0,0.0
ACOAD7f,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,"['TM35_000044110-t36_1-p1', 'TM35_000241620-t36_1-p1', 'TM35_000361770-t36_1-p1']",1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,"['TM35_000043290-t36_1-p1', 'TM35_000331340-t36_1-p1']",1000.0,0.0
ACODA,acorn_c + h2o_c --> ac_c + orn_c,"['TM35_000141150', 'TM35_000371240-t36_1-p1', 'TM35_000041440']",1000.0,0.0
ACPPAT141,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,['TM35_000331340-t36_1-p1'],1000.0,0.0
ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,['TM35_000331340-t36_1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['TM35_000011150-t36_1-p1', 'TM35_000016470', 'TM35_000074050-t36_1-p1', 'TM35_000011140-t36_1-p1']",1000.0,0.0
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,['TM35_000171500-t36_1-p1'],1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['TM35_000083910-t36_1-p1', 'TM35_000321720-t36_1-p1', 'TM35_001131000-t36_1-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['TM35_000192680-t36_1-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,['TM35_000034190-t36_1-p1'],1000.0,0.0
APH140,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,['TM35_000111500-t36_1-p1'],1000.0,0.0
APH160,h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c,['TM35_000111500-t36_1-p1'],1000.0,0.0
APH161,h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c,['TM35_000111500-t36_1-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,"['TM35_000053220-t36_1-p1', 'TM35_000054520']",1000.0,0.0
