reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['PGAL8A_00072400.1-p1', 'PGAL8A_00405700.1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['PGAL8A_00072400.1-p1', 'PGAL8A_00405700.1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['PGAL8A_00072400.1-p1', 'PGAL8A_00405700.1-p1']",1000.0,0.0
3HAD160,3hpalmACP_c --> h2o_c + tpalm2eACP_c,['PGAL8A_00234900.1-p1'],1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,['PGAL8A_00435800.1-p1'],1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,['PGAL8A_00435800.1-p1'],1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,['PGAL8A_00435800.1-p1'],1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,['PGAL8A_00154800.1-p1'],1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,['PGAL8A_00154800.1-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['PGAL8A_00072400.1-p1', 'PGAL8A_00405700.1-p1', 'PGAL8A_00016500.1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['PGAL8A_00072400.1-p1', 'PGAL8A_00405700.1-p1', 'PGAL8A_00016500.1-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['PGAL8A_00072400.1-p1', 'PGAL8A_00405700.1-p1', 'PGAL8A_00016500.1-p1']",1000.0,0.0
ABTA,4abut_c + akg_c --> glu__L_c + sucsal_c,['PGAL8A_00137400.1-p1'],1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,['PGAL8A_00210100.1-p1'],1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,['PGAL8A_00210100.1-p1'],1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['PGAL8A_00156300.1-p1', 'PGAL8A_00309300']",1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,"['PGAL8A_00154800.1-p1', 'PGAL8A_00402000.1-p1', 'PGAL8A_00016500.1-p1']",1000.0,0.0
ACOTA,acorn_c + akg_c --> acg5sa_c + glu__L_c,['PGAL8A_00137400.1-p1'],1000.0,0.0
ACPPAT141,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,['PGAL8A_00016500.1-p1'],1000.0,0.0
ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,['PGAL8A_00016500.1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['PGAL8A_00385100.1-p1', 'PGAL8A_00089000.1-p1']",1000.0,0.0
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,['PGAL8A_00203500.1-p1'],1000.0,0.0
