reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,['SRCN_1972.mRNA-p1'],1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,['SRCN_1972.mRNA-p1'],1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,['SRCN_1972.mRNA-p1'],1000.0,0.0
3HAD160,3hpalmACP_c --> h2o_c + tpalm2eACP_c,['SRCN_1869.mRNA-p1'],1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['SRCN_6793.mRNA-p1', 'SRCN_5991.mRNA-p1', 'SRCN_4079.mRNA-p1', 'SRCN_5820.mRNA-p1', 'SRCN_6452.mRNA-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['SRCN_6793.mRNA-p1', 'SRCN_5991.mRNA-p1', 'SRCN_4079.mRNA-p1', 'SRCN_5820.mRNA-p1', 'SRCN_6452.mRNA-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['SRCN_6793.mRNA-p1', 'SRCN_5991.mRNA-p1', 'SRCN_4079.mRNA-p1', 'SRCN_5820.mRNA-p1', 'SRCN_6452.mRNA-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,"['SRCN_1634.mRNA-p1', 'SRCN_5977.mRNA-p1', 'SRCN_2727.mRNA-p1', 'SRCN_3484.mRNA-p1']",1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,"['SRCN_5977.mRNA-p1', 'SRCN_2727.mRNA-p1']",1000.0,0.0
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,['SRCN_5885.mRNA-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['SRCN_1972.mRNA-p1', 'SRCN_837.mRNA-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['SRCN_1972.mRNA-p1', 'SRCN_837.mRNA-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['SRCN_1972.mRNA-p1', 'SRCN_837.mRNA-p1']",1000.0,0.0
ABTA,4abut_c + akg_c --> glu__L_c + sucsal_c,['SRCN_2237.mRNA-p1'],1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,"['SRCN_3926.mRNA-p1', 'SRCN_284.mRNA-p1']",1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,"['SRCN_3926.mRNA-p1', 'SRCN_284.mRNA-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,"['SRCN_2852.mRNA-p1', 'SRCN_6269.mRNA-p1']",1000.0,0.0
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,"['SRCN_5423.mRNA-p1', 'SRCN_2728.mRNA-p1', 'SRCN_927.mRNA-p1']",1000.0,0.0
ACOAD7f,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,"['SRCN_5423.mRNA-p1', 'SRCN_2728.mRNA-p1', 'SRCN_927.mRNA-p1']",1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,"['SRCN_5977.mRNA-p1', 'SRCN_837.mRNA-p1', 'SRCN_2727.mRNA-p1']",1000.0,0.0
ACOTA,acorn_c + akg_c --> acg5sa_c + glu__L_c,['SRCN_2237.mRNA-p1'],1000.0,0.0
ACPPAT141,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,['SRCN_837.mRNA-p1'],1000.0,0.0
ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,['SRCN_837.mRNA-p1'],1000.0,0.0
ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c,['SRCN_3008.mRNA-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['SRCN_1521.mRNA-p1', 'SRCN_3894.mRNA-p1', 'SRCN_2155.mRNA-p1', 'SRCN_1043.mRNA-p1']",1000.0,0.0
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,['SRCN_1121.mRNA-p1'],1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['SRCN_2435.mRNA-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,['SRCN_3454.mRNA-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['SRCN_4230.mRNA-p1'],1000.0,0.0
ASPTA,akg_c + asp__L_c --> glu__L_c + oaa_c,['SRCN_6116.mRNA-p1'],1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,['SRCN_1175.mRNA-p1'],1000.0,0.0
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,['SRCN_323.mRNA-p1'],1000.0,0.0
CTECOAI6,tdecoa_c --> td2coa_c,['SRCN_1484.mRNA-p1'],1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,['SRCN_1522.mRNA-p1'],1000.0,0.0
DHFS,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,"['SRCN_571.mRNA-p1', 'SRCN_142.mRNA-p1']",1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,"['SRCN_5679.mRNA-p1', 'SRCN_6521.mRNA-p1']",1000.0,0.0
DXPRIi,dxyl5p_c + h_c + nadph_c --> 2me4p_c + nadp_c,['SRCN_4421.mRNA-p1'],1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,"['SRCN_2244.mRNA-p1', 'SRCN_2906.mRNA-p1']",1000.0,0.0
EAR100x,h_c + nadh_c + tdec2eACP_c --> dcaACP_c + nad_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR120y,h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR140y,h_c + nadph_c + tmrs2eACP_c --> myrsACP_c + nadp_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR141x,h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR161y,h_c + nadph_c + t3c9palmeACP_c --> hdeACP_c + nadp_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR180x,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR180y,h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR181y,h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR40y,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
EAR80y,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
ECOAH1,3hbcoa_c --> b2coa_c + h2o_c,['SRCN_1484.mRNA-p1'],1000.0,0.0
ECOAH2,3hhcoa_c --> h2o_c + hx2coa_c,"['SRCN_4956.mRNA-p1', 'SRCN_1484.mRNA-p1']",1000.0,0.0
ECOAH6,3htdcoa_c --> h2o_c + td2coa_c,"['SRCN_4956.mRNA-p1', 'SRCN_1484.mRNA-p1']",1000.0,0.0
ECOAH8,3hodcoa_c --> h2o_c + od2coa_c,"['SRCN_1484.mRNA-p1', 'SRCN_1869.mRNA-p1']",1000.0,0.0
EPMEACPR,epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c,['SRCN_5383.mRNA-p1'],1000.0,0.0
FBP,fdp_c + h2o_c --> f6p_c + pi_c,"['SRCN_113.mRNA-p1', 'SRCN_5421.mRNA-p1', 'SRCN_1496.mRNA-p1']",1000.0,0.0
FUM,fum_c + h2o_c --> mal__L_c,['SRCN_3831.mRNA-p1'],1000.0,0.0
G3PAT141,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c,['SRCN_837.mRNA-p1'],1000.0,0.0
G3PAT180,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c,['SRCN_837.mRNA-p1'],1000.0,0.0
GLCP,glycogen_c + pi_c --> g1p_c,"['SRCN_3539.mRNA-p1', 'SRCN_3435.mRNA-p1']",1000.0,0.0
GLNS,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,['SRCN_304.mRNA-p1'],1000.0,0.0
GLUTRS,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,"['SRCN_4185.mRNA-p1', 'SRCN_1420.mRNA-p1']",1000.0,0.0
GLYCL,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,"['SRCN_3431.mRNA-p1', 'SRCN_5731.mRNA-p1']",1000.0,0.0
GMAND,gdpmann_c --> gdpddman_c + h2o_c,['SRCN_5497.mRNA-p1'],1000.0,0.0
GMHEPAT,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,['SRCN_4534.mRNA-p1'],1000.0,0.0
GPDDA2,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,"['SRCN_680.mRNA-p1', 'SRCN_1013.mRNA-p1']",1000.0,0.0
GPDDA3,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,"['SRCN_680.mRNA-p1', 'SRCN_1013.mRNA-p1']",1000.0,0.0
GTHOr,gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c,"['SRCN_1777.mRNA-p1', 'SRCN_1443.mRNA-p1', 'SRCN_4153.mRNA-p1']",1000.0,0.0
GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c,['SRCN_1430.mRNA-p1'],1000.0,0.0
HBZOPT,4hbz_c + octdp_c --> 3ophb_c + ppi_c,['SRCN_553.mRNA-p1'],1000.0,0.0
HYPOE,h2o_c + pyam5p_c --> pi_c + pydam_c,['SRCN_231.mRNA-p1'],1000.0,0.0
I4FE4ST,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,"['SRCN_5451.mRNA-p1', 'SRCN_3746.mRNA-p1']",1000.0,0.0
ILETA,akg_c + ile__L_c --> 3mop_c + glu__L_c,['SRCN_903.mRNA-p1'],1000.0,0.0
IMPD,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,['SRCN_609.mRNA-p1'],1000.0,0.0
IPMD,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,['SRCN_2842.mRNA-p1'],1000.0,0.0
LCADi,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,['SRCN_2397.mRNA-p1'],1000.0,0.0
LEUTAi,4mop_c + glu__L_c --> akg_c + leu__L_c,['SRCN_6116.mRNA-p1'],1000.0,0.0
LIPATPT,atp_c + lipoate_c --> lipoamp_c + ppi_c,['SRCN_4446.mRNA-p1'],1000.0,0.0
LYSTRS,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,"['SRCN_2865.mRNA-p1', 'SRCN_5751.mRNA-p1']",1000.0,0.0
MACPD,h_c + malACP_c --> acACP_c + co2_c,"['SRCN_5977.mRNA-p1', 'SRCN_2727.mRNA-p1']",1000.0,0.0
MAN1PT2,gdp_c + h_c + man1p_c --> gdpmann_c + pi_c,['SRCN_488.mRNA-p1'],1000.0,0.0
METAT,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,['SRCN_4657.mRNA-p1'],1000.0,0.0
MLTG5,h2o_c + malthp_c --> glc__D_c + malthx_c,['SRCN_6133.mRNA-p1'],1000.0,0.0
MLTP1,maltpt_c + pi_c --> g1p_c + maltttr_c,['SRCN_3435.mRNA-p1'],1000.0,0.0
MOADSUx,iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c,"['SRCN_2809.mRNA-p1', 'SRCN_787.mRNA-p1']",1000.0,0.0
MOHMT,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,['SRCN_2125.mRNA-p1'],1000.0,0.0
MPTSS,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c,"['SRCN_3199.mRNA-p1', 'SRCN_4860.mRNA-p1']",1000.0,0.0
NADK,atp_c + nad_c --> adp_c + h_c + nadp_c,['SRCN_1301.mRNA-p1'],1000.0,0.0
NDPK3,atp_c + cdp_c --> adp_c + ctp_c,"['SRCN_2155.mRNA-p1', 'SRCN_6785.mRNA-p1', 'SRCN_1521.mRNA-p1', 'SRCN_514.mRNA-p1', 'SRCN_1043.mRNA-p1']",1000.0,0.0
NDPK5,atp_c + dgdp_c --> adp_c + dgtp_c,"['SRCN_2155.mRNA-p1', 'SRCN_6785.mRNA-p1', 'SRCN_1521.mRNA-p1', 'SRCN_514.mRNA-p1', 'SRCN_1043.mRNA-p1']",1000.0,0.0
NDPK6,atp_c + dudp_c --> adp_c + dutp_c,"['SRCN_2155.mRNA-p1', 'SRCN_6785.mRNA-p1', 'SRCN_1521.mRNA-p1', 'SRCN_514.mRNA-p1', 'SRCN_1043.mRNA-p1']",1000.0,0.0
NNAM,h2o_c + ncam_c --> nac_c + nh4_c,['SRCN_1523.mRNA-p1'],1000.0,0.0
NTD10,h2o_c + xmp_c --> pi_c + xtsn_c,['SRCN_3212.mRNA-p1'],1000.0,0.0
NTD2,h2o_c + ump_c --> pi_c + uri_c,['SRCN_3212.mRNA-p1'],1000.0,0.0
NTD5,dtmp_c + h2o_c --> pi_c + thymd_c,['SRCN_3212.mRNA-p1'],1000.0,0.0
NTD7,amp_c + h2o_c --> adn_c + pi_c,['SRCN_3212.mRNA-p1'],1000.0,0.0
NTD8,dgmp_c + h2o_c --> dgsn_c + pi_c,['SRCN_3212.mRNA-p1'],1000.0,0.0
NTP1,atp_c + h2o_c --> adp_c + h_c + pi_c,"['SRCN_4493.mRNA-p1', 'SRCN_2270.mRNA-p1', 'SRCN_5392.mRNA-p1']",1000.0,0.0
NTPP1,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,['SRCN_5679.mRNA-p1'],1000.0,0.0
OCTDPS,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,['SRCN_6789.mRNA-p1'],1000.0,0.0
PANTS,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,['SRCN_195.mRNA-p1'],1000.0,0.0
PFK,atp_c + f6p_c --> adp_c + fdp_c + h_c,"['SRCN_1123.mRNA-p1', 'SRCN_2070.mRNA-p1']",1000.0,0.0
