reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,"['C4B63_47g115-t42_1-p1', 'C4B63_206g21-t42_1-p1', 'C4B63_85g55-t42_1-p1', 'C4B63_85g51-t42_1-p1']",1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,"['C4B63_47g115-t42_1-p1', 'C4B63_206g21-t42_1-p1', 'C4B63_85g55-t42_1-p1', 'C4B63_85g51-t42_1-p1']",1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,"['C4B63_47g115-t42_1-p1', 'C4B63_206g21-t42_1-p1', 'C4B63_85g55-t42_1-p1', 'C4B63_85g51-t42_1-p1']",1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['C4B63_110g38-t42_1-p1', 'C4B63_3g1125-t42_1-p1', 'C4B63_175g13-t42_1-p1', 'C4B63_211g27-t42_1-p1', 'C4B63_13g310-t42_1-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['C4B63_110g38-t42_1-p1', 'C4B63_3g1125-t42_1-p1', 'C4B63_175g13-t42_1-p1', 'C4B63_211g27-t42_1-p1', 'C4B63_13g310-t42_1-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['C4B63_110g38-t42_1-p1', 'C4B63_3g1125-t42_1-p1', 'C4B63_175g13-t42_1-p1', 'C4B63_211g27-t42_1-p1', 'C4B63_13g310-t42_1-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,"['C4B63_9g317-t42_1-p1', 'C4B63_9g316-t42_1-p1']",1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,['C4B63_9g316-t42_1-p1'],1000.0,0.0
4HTHRS,h2o_c + phthr_c --> 4hthr_c + pi_c,"['C4B63_25g318', 'C4B63_25g317-t42_1-p1']",1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,"['C4B63_85g55-t42_1-p1', 'C4B63_12g385-t42_1-p1', 'C4B63_47g115-t42_1-p1', 'C4B63_206g21-t42_1-p1', 'C4B63_85g51-t42_1-p1']",1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,"['C4B63_85g55-t42_1-p1', 'C4B63_12g385-t42_1-p1', 'C4B63_47g115-t42_1-p1', 'C4B63_206g21-t42_1-p1', 'C4B63_85g51-t42_1-p1']",1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,"['C4B63_85g55-t42_1-p1', 'C4B63_12g385-t42_1-p1', 'C4B63_47g115-t42_1-p1', 'C4B63_206g21-t42_1-p1', 'C4B63_85g51-t42_1-p1']",1000.0,0.0
ACACT2r,accoa_c + btcoa_c --> 3ohcoa_c + coa_c,"['C4B63_140g28-t42_1-p1', 'C4B63_7g287-t42_1-p1', 'C4B63_129g40-t42_1-p1', 'C4B63_16g302-t42_1-p1', 'C4B63_44g102-t42_1-p1']",1000.0,0.0
ACACT3r,accoa_c + hxcoa_c --> 3oocoa_c + coa_c,"['C4B63_140g28-t42_1-p1', 'C4B63_7g287-t42_1-p1', 'C4B63_129g40-t42_1-p1', 'C4B63_16g302-t42_1-p1', 'C4B63_44g102-t42_1-p1']",1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,['C4B63_16g17-t42_1-p1'],1000.0,0.0
ACOAD1f,btcoa_c + fad_c --> b2coa_c + fadh2_c,"['C4B63_30g237-t42_1-p1', 'C4B63_2g823-t42_1-p1', 'C4B63_58g67-t42_1-p1', 'C4B63_6g271-t42_1-p1', 'C4B63_137g1-t42_1-p1']",1000.0,0.0
ACOAD7f,fad_c + pmtcoa_c --> fadh2_c + hdd2coa_c,"['C4B63_30g237-t42_1-p1', 'C4B63_2g823-t42_1-p1', 'C4B63_58g67-t42_1-p1', 'C4B63_6g271-t42_1-p1', 'C4B63_137g1-t42_1-p1']",1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,"['C4B63_12g385-t42_1-p1', 'C4B63_2g735-t42_1-p1', 'C4B63_9g316-t42_1-p1']",1000.0,0.0
ACODA,acorn_c + h2o_c --> ac_c + orn_c,"['C4B63_431g10-t42_1-p1', 'C4B63_45g238-t42_1-p1', 'C4B63_2g348', 'C4B63_431g7-t42_1-p1', 'C4B63_87g8-t42_1-p1', 'C4B63_550g5-t42_1-p1', 'C4B63_550g4-t42_1-p1', 'C4B63_350g7-t42_1-p1']",1000.0,0.0
ACPPAT141,h_c + pi_c + tdeACP_c --> ACP_c + ttdceap_c,['C4B63_12g385-t42_1-p1'],1000.0,0.0
ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,['C4B63_12g385-t42_1-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,"['C4B63_42g63-t42_1-p1', 'C4B63_48g169-t42_1-p1', 'C4B63_7g332', 'C4B63_47g31-t42_1-p1', 'C4B63_43g196-t42_1-p1']",1000.0,0.0
ALATA_L,akg_c + ala__L_c --> glu__L_c + pyr_c,"['C4B63_101g6-t42_1-p1', 'C4B63_41g203-t42_1-p1', 'C4B63_41g205-t42_1-p1']",1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,"['C4B63_49g166-t42_1-p1', 'C4B63_49g164-t42_1-p1']",1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,['C4B63_4g189-t42_1-p1'],1000.0,0.0
AP5AH,ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c,['C4B63_49g176-t42_1-p1'],1000.0,0.0
