reaction ids,reaction formulas,genes,upper_bounds,lower_bounds
2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,['cgd5_3200-RA-p1'],1000.0,0.0
2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,['cgd5_3200-RA-p1'],1000.0,0.0
2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,['cgd5_3200-RA-p1'],1000.0,0.0
3OAR120,3oddecACP_c + h_c + nadph_c --> 3hddecACP_c + nadp_c,"['cgd8_4250-RA-p1', 'cgd3_330-RA-p1', 'cgd1_280-RA-p1']",1000.0,0.0
3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,"['cgd8_4250-RA-p1', 'cgd3_330-RA-p1', 'cgd1_280-RA-p1']",1000.0,0.0
3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,"['cgd8_4250-RA-p1', 'cgd3_330-RA-p1', 'cgd1_280-RA-p1']",1000.0,0.0
3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,"['cgd3_2180-RA-p1', 'cgd4_2900-RA-p1']",1000.0,0.0
3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,['cgd3_2180-RA-p1'],1000.0,0.0
AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,['cgd5_3200-RA-p1'],1000.0,0.0
AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,['cgd5_3200-RA-p1'],1000.0,0.0
AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,['cgd5_3200-RA-p1'],1000.0,0.0
ACCOAL,atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c,['cgd1_3710-RA-p1'],1000.0,0.0
ACLS,h_c + 2.0 pyr_c --> alac__S_c + co2_c,['cgd7_3120-RA-p1'],1000.0,0.0
ACOATA,ACP_c + accoa_c --> acACP_c + coa_c,['cgd3_2180-RA-p1'],1000.0,0.0
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,['cgd5_3360-RA-p1'],1000.0,0.0
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,['cgd8_1400-RA-p1'],1000.0,0.0
ALATRS,ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,['cgd6_560-RA-p1'],1000.0,0.0
ALCD2x,etoh_c + nad_c --> acald_c + h_c + nadh_c,"['cgd8_1720-RA-p1', 'cgd5_2670-RA-p1', 'cgd8_1700-RA-p1']",1000.0,0.0
APH140,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,['cgd6_4900-RA-p1'],1000.0,0.0
APH160,h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c,['cgd6_4900-RA-p1'],1000.0,0.0
APH161,h2o_c + hdceap_c --> 2.0 h_c + hdcea_c + pi_c,['cgd6_4900-RA-p1'],1000.0,0.0
ARGTRS,arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,['cgd5_4400-RA-p1'],1000.0,0.0
ASPTRS,asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,['cgd7_1540-RA-p1'],1000.0,0.0
DASYN161,ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c,['cgd7_450-RA-p1'],1000.0,0.0
DURIK1,atp_c + duri_c --> adp_c + dump_c + h_c,['cgd5_4440-RA-p1'],1000.0,0.0
DUTPDP,dutp_c + h2o_c --> dump_c + h_c + ppi_c,"['cgd7_5170-RA-p1', 'cgd4_4150-RA-p1']",1000.0,0.0
E4PD,e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,['cgd6_3790-RA-p1'],1000.0,0.0
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,['cgd2_1770-RA-p1'],1000.0,0.0
GLCP,glycogen_c + pi_c --> g1p_c,"['cgd6_2450-RA-p1', 'cgd6_3280-RA-p1']",1000.0,0.0
GLNS,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,['cgd6_4570-RA-p1'],1000.0,0.0
GLUTRS,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,['cgd8_790-RA-p1'],1000.0,0.0
GMAND,gdpmann_c --> gdpddman_c + h2o_c,['cgd2_1900-RA-p1'],1000.0,0.0
GMHEPAT,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c,['cgd7_2950-RA-p1'],1000.0,0.0
GPDDA2,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,"['cgd5_490-RA-p1', 'cgd4_2590-RA-p1']",1000.0,0.0
GPDDA3,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,"['cgd5_490-RA-p1', 'cgd4_2590-RA-p1']",1000.0,0.0
GRXR,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,"['cgd2_2540-RA-p1', 'cgd6_3970-RA-p1']",1000.0,0.0
GTHOr,gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c,"['cgd2_4320-RA-p1', 'cgd6_3970-RA-p1']",1000.0,0.0
HBZOPT,4hbz_c + octdp_c --> 3ophb_c + ppi_c,['cgd3_2460-RA-p1'],1000.0,0.0
I4FE4ST,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c,['cgd6_1050-RA-p1'],1000.0,0.0
IMPD,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,['cgd6_20-RA-p1'],1000.0,0.0
LALDO3,h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c,['cgd5_1140-RA-p1'],1000.0,0.0
LYSTRS,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,['cgd4_2370-RA-p1'],1000.0,0.0
MACPD,h_c + malACP_c --> acACP_c + co2_c,['cgd3_2180-RA-p1'],1000.0,0.0
MAN1PT2,gdp_c + h_c + man1p_c --> gdpmann_c + pi_c,['cgd2_1770-RA-p1'],1000.0,0.0
ME1,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,['cgd5_750-RA-p1'],1000.0,0.0
METAT,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,['cgd7_2650-RA-p1'],1000.0,0.0
MGSA,dhap_c --> mthgxl_c + pi_c,"['spontaneous', 'cgd4_4340-RA-p1']",1000.0,0.0
MLTP1,maltpt_c + pi_c --> g1p_c + maltttr_c,['cgd6_2450-RA-p1'],1000.0,0.0
MOADSUx,iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c,['cgd4_3040-RA-p1'],1000.0,0.0
MPTSS,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c,"['cgd2_1460-RA-p1', 'cgd2_1120-RA-p1']",1000.0,0.0
NADK,atp_c + nad_c --> adp_c + h_c + nadp_c,['cgd8_1970-RA-p1'],1000.0,0.0
NDPK3,atp_c + cdp_c --> adp_c + ctp_c,"['cgd4_1940-RA-p1', 'cgd5_1470-RA-p1', 'cgd5_3360-RA-p1']",1000.0,0.0
NDPK5,atp_c + dgdp_c --> adp_c + dgtp_c,"['cgd4_1940-RA-p1', 'cgd5_1470-RA-p1', 'cgd5_3360-RA-p1']",1000.0,0.0
