,rxns_added
0,DB4PS
1,SK_trnaasn_c
2,FTHFLi
3,HMR_6782
4,HBZOPTm
5,3HAD40_2
6,EX_ptd1ino_e
7,SK_trnatrp_c
8,T4HCINNMFM
9,SK_trnalys_c
10,PTD1INOt
11,SK_trnamet_c
12,SK_trnacys_c
13,ALASmc
14,SK_trnaasp_c
15,ASPO6
16,SK_trnaglu_c
17,CO2tmt
18,RBFSb_1
19,NNDPR
20,SK_trnatyr_c
21,OPHHXm
22,34HPLtm
23,SK_trnagln_c
24,GTPCII
25,DROPPRy
26,SK_trnaser_c
27,SK_trnagly_c
28,SK_trnaala_c
29,SK_trnaleu_c
30,QULNS_1
31,OCTDPtmt
32,SK_trnaphe_c
33,SK_trnapro_c
34,SK_trnaval_c
35,PMDPHT
36,4HBZCOAFm
37,ATPt_m
38,PHEMEtm
39,NADK3
40,COUCOAFm
41,SK_trnaile_c
42,SK_trnathr_c
43,DLDLBTc
44,SK_trnahis_c
45,4HBZFm
46,SK_trnaarg_c
47,OPHBDCm
