,rxns_added
0,SPRMti
1,HMR_3966
2,EX_sprm_e
3,CHOLESTTDe
4,FBAfc
5,EX_chsterol_e
6,PGK_pf
7,LCADi
8,MALLAC
9,EX_lac__L_e
10,PGMmc
