,rxns_added
0,G3P_pi_thr: g3p_c + pi_h --> g3p_h + pi_c
1,GLUS: akg_h + gln__L_h + h_h + nadh_h --> 2.0 glu__L_h + nad_h
2,PEPPIth: pep_c + pi_h --> pep_h + pi_c
3,ASPth: asp__L_c + h_c --> asp__L_h + h_h
4,H2Oth: h2o_c --> h2o_h
5,MTHFC_1: h2o_c + methf_c --> 10fthf_c
6,ATPSu: 3.0 adp_c + 14.0 h_u + 3.0 pi_c --> 3.0 atp_c + 3.0 h2o_c + 11.0 h_c
7,trna_ala: trnaala_c <=> 
8,trna_asp: trnaasp_c <=> 
9,trna_met: trnamet_c <=> 
10,HSDH_h: aspsa_h + h_h + nadh_h --> hom__L_h + nad_h
11,G6PADHh: g6p_A_h + nadp_h --> 6pgl_h + h_h + nadph_h
12,trna_lys: trnalys_c <=> 
13,PSP: h2o_h + pser__L_h --> pi_h + ser__L_h
14,trna_asn: trnaasn_c <=> 
15,trna_arg: trnaarg_c <=> 
16,trna_glu: trnaglu_c <=> 
17,SAT: accoa_h + ser__L_h --> acser_h + coa_h
18,trna_val: trnaval_c <=> 
19,PHSERt_h: phom_h --> phom_c
20,THRAL: ser__L_h --> nh4_h + pyr_h
21,FORthi: for_h + h_h --> for_c + h_c
22,TYRTAi: 34hpp_c + glu__L_c --> akg_c + tyr__L_c
23,trna_pro: trnapro_c <=> 
24,PGKh: 13dpg_h + adp_h --> 3pg_h + atp_h
25,trna_cys: trnacys_c <=> 
26,PYK_h: adp_h + h_h + pep_h --> atp_h + pyr_h
27,PPNDH: h_c + pphn_c --> co2_c + h2o_c + phpyr_c
28,trna_his: trnahis_c <=> 
29,trna_gln: trnagln_c <=> 
30,ACSERthi: acser_h --> acser_c
31,FMETTRS_1: 10fthf_c + mettrna_c --> fmettrna_c + thf_c
32,RBPCh: co2_h + h2o_h + rb15bp_h --> 2.0 3pg_h + 2.0 h_h
33,PRUK_1: atp_h + ru5p__D_h --> adp_h + h_h + rb15bp_h
34,PGLh: 6pgl_h + h2o_h --> 6pgc_h + h_h
35,AMPt: amp_e --> amp_c
36,PSAT: 3php_h + glu__L_h --> akg_h + pser__L_h
37,HSK_1: atp_h + hom__L_h --> adp_h + h_h + phom_h
38,GALh: atp_h + glu__L_h + nh4_h --> adp_h + gln__L_h + h_h + pi_h
39,PGDHh: 6pgc_h + nadp_h --> co2_h + nadph_h + ru5p__D_h
40,G6PA_pi_th: g6p_A_c + pi_h --> g6p_A_h + pi_c
41,PIt_h: h_c + pi_c --> h_h + pi_h
42,GAPDHh: g3p_h + nad_h + pi_h --> 13dpg_h + h_h + nadh_h
43,ASADH: 4pasp_h + h_h + nadph_h --> aspsa_h + nadp_h + pi_h
44,trna_leu: trnaleu_c <=> 
45,trna_thr: trnathr_c <=> 
46,ASPK_1: asp__L_h + atp_h --> 4pasp_h + adp_h
47,THRS: h2o_c + phom_c --> pi_c + thr__L_c
48,PGLYDH: 3pg_h + nad_h --> 3php_h + h_h + nadh_h
49,trna_trp: trnatrp_c <=> 
50,trna_ser: trnaser_c <=> 
51,trna_ile: trnaile_c <=> 
52,GLNth: gln__L_c + h_c --> gln__L_h + h_h
53,trna_phe: trnaphe_c <=> 
54,GLUth: glu__L_h + h_h --> glu__L_c + h_c
55,trna_tyr: trnatyr_c <=> 
56,aratyr3: phpyr_c + tyr__L_c --> 34hpp_c + phe__L_c
57,Htu: h_h --> h_u
58,trna_gly: trnagly_c <=> 
59,CHORM: chor_c --> pphn_c
60,PFLh: coa_h + pyr_h --> accoa_h + for_h
