,rxns_added
0,THRCYSNaEx: cys__L_c + na1_e + thr__L_e --> cys__L_e + na1_c + thr__L_c
1,r1816: leu__L_e + na1_e + pro__L_c --> leu__L_c + na1_c + pro__L_e
2,r2048: cys__L_c + his__L_e --> cys__L_e + his__L_c
3,r1877: na1_e + pro__L_c + thr__L_e --> na1_c + pro__L_e + thr__L_c
