,rxns_added
0,HMR_6782
1,UDPGtnic
2,SK_trnaala_c
3,SK_trnaval_c
4,ASPO6
5,SK_trnacys_c
6,GLGNS1
7,SK_trnaphe_c
8,COUCOAFm
9,SK_trnahis_c
10,GLPASE2a
11,SK_trnaleu_c
12,4HBZCOAFm
13,OPHBDCm
14,HBZOPTm
15,QULNS_1
16,SK_trnagln_c
17,PHEMEtm
18,NNDPR
19,GGNG
20,34HPLtm
21,SK_trnaarg_c
22,GLPASE1
23,SK_trnagly_c
24,4HBZFm
25,OPHHXm
26,GLBRAN
27,GLDBRAN
28,RBFSb_1
29,CO2tmt
30,SK_trnathr_c
31,SK_trnaasn_c
32,SK_trdrd_c
33,SK_trnatrp_c
34,DLDLBTc
35,T4HCINNMFM
36,OCTDPtmt
37,PMDPHT
38,SK_trnaglu_c
39,SK_trnatyr_c
40,FTHFLi
41,SK_trnalys_c
42,SK_trnapro_c
43,SK_trnaile_c
44,DROPPRx
45,SK_trnaasp_c
46,NADK
47,SK_trnaser_c
48,SK_trnamet_c
49,GTPCII
50,R5PFLc
51,MTHFC
52,ATP2t_m
