,rxns_added
0,GGNG
1,HBZOPTm
2,SK_trnaval_c
3,SK_trnagly_c
4,SK_trnapro_c
5,SK_trnaser_c
6,SK_trnaarg_c
7,RIBFSc
8,SK_trnaleu_c
9,SK_trnatyr_c
10,T4HCINNMFM
11,PMDPHT
12,SK_trnaile_c
13,MTHFC_1
14,4HBZFm
15,SK_trnaasp_c
16,34HPPt2m
17,GTPCII
18,SK_trnatrp_c
19,OPHHXm
20,R5PFLc
21,RBFSa
22,NADtm
23,SK_trnalys_c
24,SK_trnagln_c
25,OPHBDCm
26,OCTDPtmt
27,FTHFLi
28,SK_trnathr_c
29,SK_trnahis_c
30,GLPASE1
31,SK_trnamet_c
32,GLBRAN
33,SK_trnaasn_c
34,UDPGtnic
35,GLGNS1
36,ATP2t_m
37,4HBZCOAFm
38,SK_trnaala_c
39,DROPPRy
40,34HPLFM
41,SK_trnaglu_c
42,NADK2
43,ASPO3_1
44,SK_trnaphe_c
45,PHEMEtm
46,NNDPR
47,COUCOAFm
48,QULNS
49,GLDBRAN
50,SK_trnacys_c
51,CO2tmt
52,GLPASE2a
