,rxns_added
0,PMDPHT: 5aprbu_c + h2o_c --> 4r5au_c + pi_c
1,RTOTALFATPc: Rtotal_e + atp_c + coa_c --> Rtotalcoa_c + amp_c + ppi_c
2,DHQS: 2dda7p_c --> 3dhq_c + pi_c
3,O2tmt: o2_m <=> o2_c
4,4HBZFm: 4hbzcoa_m + h2o_m --> 4hbz_m + coa_m + h_m
5,OPHBDCm: 3ophb_m + h_m --> 2oph_m + co2_m
6,SHKK: atp_c + skm_c --> adp_c + h_c + skm5p_c
7,OCTDPtmt: octdp_m <=> octdp_c
8,RBFSa: 4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c
9,MI1PP: h2o_c + mi1p__D_c --> inost_c + pi_c
10,PKETF: f6p_c + pi_c --> actp_c + e4p_c + h2o_c
11,HMR_6782: 34hpp_c + h_c + nadh_c --> 34hpl_c + nad_c
12,CMPDAi: cmp_c + h2o_c + h_c --> nh4_c + ump_c
13,PHEMEtm: pheme_m <=> pheme_c
14,GTPCII: gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c
15,SHK3Dr: 3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c
16,ASPO6_1: asp__L_c + o2_c --> h2o2_c + iasp_c
17,34HPLtm: 34hpl_c + h_c --> 34hpl_m + h_m
18,4HBZCOAFm: coa_m + coucoa_m + h2o_m + nad_m --> 4hbzcoa_m + accoa_m + h_m + nadh_m
19,MI3PP: h2o_c + mi3p__D_c --> inost_c + pi_c
20,DB4PS: ru5p__D_c --> db4p_c + for_c + h_c
21,RBFSb: 2.0 dmlz_c --> 4r5au_c + ribflv_c
22,DDPA: e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c
23,QULNS_1: dhap_c + iasp_c --> 2.0 h2o_c + h_c + pi_c + quln_c
24,NNDPR: 2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
25,PSCVT: pep_c + skm5p_c <=> 3psme_c + pi_c
26,COUCOAFm: T4hcinnm_m + atp_m + coa_m --> amp_m + coucoa_m + ppi_m
27,T4HCINNMFM: 34hpl_m --> T4hcinnm_m + h2o_m
28,CO2tmt: co2_m <=> co2_c
29,DROPPRy: 25dhpp_c + h_c + nadph_c --> 25dthpp_c + nadp_c
