,rxns_added
0,EX_fum_e: fum_e <=> 
1,EX_succ_e: succ_e <=> 
2,ALAPAT4te: ala__L_e --> ala__L_c
3,ASPte: asp__L_c --> asp__L_e
4,EX_mal__D_e: mal__D_e <=> 
