,rxns_added
0,EX_fadh2_c
1,ASADHc
2,AHCYStm
3,DBRC
4,METHFtm
5,MTHFR3
6,5MTHFtm
7,L_LACtm
8,DMBZIDS
9,MLTHFtm_1
10,METSm
11,Q8H2tmt
12,NADPPPS
13,PPND2
14,NMNt7
15,SARCOX
16,POAThc
17,NMNP
18,THRHISHISr
19,THFtm_1
20,BHMT
21,HMR_4701
22,METtm
23,EX_thrhishis_e
24,HMR_8505
25,EX_5fthf_e
26,5FTHFt2_1
27,PPNDH
28,ANNAT
29,THRHISHISt
30,DAPDH
31,CHORM
32,HSDHc
33,GMPR
