,rxns_added
0,MIPC124PLC_SC
1,NMNP
2,FRTT2
3,EX_5fthf_e
4,GGGPS
5,MI4PP
6,GRTT2
7,MI14PP
8,TDMS1
9,EX_xtsn_e
10,FRTT
11,TDMS3
12,MTHFD
13,MYCFLUX1
14,MYCON5
15,IMPtr
16,XTSNtr
17,CDGGGS
18,MYCON2
19,DMBZIDS
20,SMPD3l
21,NADPPPS
22,MI14P4P
23,DGGGPS
24,XANt
25,DGGGPS2
26,3DSPHR
27,EX_imp_e
28,5FTHFt2_1
29,ACCC
30,MIPC126PLC_SC
31,CDGGGS2
32,CERS126
33,DBRC
34,FAMPL5
35,MYCFLUX5
36,DMATT2
37,CDGGGPP4
38,MYC2CYC2
39,TRE6PSP_c
40,FAMPL2
41,IPC124PLC_SC
42,DPMVD
43,EX_xan_e
44,NMNt7
45,DPMVD2
46,TMHAS2
