,rxns_added
0,FASm2601: 3.0 h_c + mmcoa__S_c + 2.0 nadph_c + pmhexc_c --> co2_c + coa_c + h2o_c + hmocta_c + 2.0 nadp_c
1,DROPPRx: 25dhpp_c + h_c + nadh_c --> 25dthpp_c + nad_c
2,SK_trnatyr_c: trnatyr_c <=> 
3,OPHBDCm: 3ophb_m + h_m --> 2oph_m + co2_m
4,R5PFLc: r5p_c --> db4p_c + for_c + h_c
5,SK_trnaile_c: trnaile_c <=> 
6,OCTDPtmt: octdp_m <=> octdp_c
7,DLDLBTc: 4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + h_c + pi_c
8,SK_trnaala_c: trnaala_c <=> 
9,HBZOPTm: 4hbz_m + octdp_m --> 3ophb_m + 2.0 ppi_m
10,COUCOAFm: T4hcinnm_m + atp_m + coa_m --> amp_m + coucoa_m + ppi_m
11,FASm3001: 3.0 h_c + hpmtria_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + omdtria_c
12,GLPASE2a: glygn3_c + 7.0 pi_c --> Tyr_ggn_c + 7.0 g1p_c
13,CO2tmt: co2_m <=> co2_c
14,T4HCINNMFM: 34hpl_m --> T4hcinnm_m + h2o_m
15,FASm1801: 3.0 h_c + m1ocdca_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + dmarach_c + h2o_c + 2.0 nadp_c
16,RHACOAR120: 3oddcoa_c + h_c + nadph_c --> R_3hddcoa_c + nadp_c
17,4HBZCOAFm: coa_m + coucoa_m + h2o_m + nad_m --> 4hbzcoa_m + accoa_m + h_m + nadh_m
18,ASPO3: asp__L_c + q8_c --> h_c + iasp_c + q8h2_c
19,FASm2402: dmbhn_c + 3.0 h_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tmlgnc_c
20,GTPCII: gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c
21,SK_trnalys_c: trnalys_c <=> 
22,SK_trnaasn_c: trnaasn_c <=> 
23,SK_trnapro_c: trnapro_c <=> 
24,SK_trnaarg_c: trnaarg_c <=> 
25,FASm2202: 3.0 h_c + marach_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + dmbhn_c + h2o_c + 2.0 nadp_c
26,FASm2002: 3.0 h_c + mmcoa__S_c + 2.0 nadph_c + ocdca_c --> co2_c + coa_c + h2o_c + marach_c + 2.0 nadp_c
27,4HBZFm: 4hbzcoa_m + h2o_m --> 4hbz_m + coa_m + h_m
28,SK_trnaval_c: trnaval_c <=> 
29,OPHHXm: 2oph_m + nadph_m + 0.5 o2_m --> 2ohph_m + h2o_m + nadp_m
30,SK_trnaser_c: trnaser_c <=> 
31,GLPASE1: glygn2_c + 3.0 pi_c --> dxtrn_c + 3.0 g1p_c
32,FASm2802: 3.0 h_c + mmcoa__S_c + 2.0 nadph_c + tamhexc_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + pmocta_c
33,GGNG: Tyr_ggn_c + 8.0 udpg_c --> ggn_c + 8.0 h_c + 8.0 udp_c
34,GLDBRAN: dxtrn_c + h2o_c --> glc__D_c + glygn3_c
35,NNDPR: 2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c
36,QULNS: dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
37,SK_trnaasp_c: trnaasp_c <=> 
38,34HPLtm: 34hpl_c + h_c --> 34hpl_m + h_m
39,SK_trnamet_c: trnamet_c <=> 
40,SK_trnacys_c: trnacys_c <=> 
41,SK_trnagly_c: trnagly_c <=> 
42,HMR_6782: 34hpp_c + h_c + nadh_c --> 34hpl_c + nad_c
43,SK_trnaglu_c: trnaglu_c <=> 
44,3HAACOAT120: 3hddecACP_c + coa_c --> ACP_c + R_3hddcoa_c
45,FTHFLi: atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c
46,FASm2001: dmarach_c + 3.0 h_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tmbhn_c
47,FASm2602: 3.0 h_c + mmcoa__S_c + 2.0 nadph_c + tmlgnc_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tamhexc_c
48,FASm2401: 3.0 h_c + mmcoa__S_c + 2.0 nadph_c + tamlgnc_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + pmhexc_c
49,GLBRAN: glygn1_c --> glygn2_c
50,FASm2801: 3.0 h_c + hmocta_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + hpmtria_c + 2.0 nadp_c
51,SK_trnagln_c: trnagln_c <=> 
52,PHEMEtm: pheme_m <=> pheme_c
53,SK_trnaleu_c: trnaleu_c <=> 
54,SK_trnatrp_c: trnatrp_c <=> 
55,PMDPHT: 5aprbu_c + h2o_c --> 4r5au_c + pi_c
56,MTHFC_1: h2o_c + methf_c --> 10fthf_c
57,RBFSb_1: 2.0 dmlz_c --> 4r5au_c + h_c + ribflv_c
58,SK_trnahis_c: trnahis_c <=> 
59,UDPGtnic: atp_c + h2o_c --> adp_c + h_c + pi_c + udpg_c
60,FASm1601: 3.0 h_c + hdca_c + mmcoa__S_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + m1ocdca_c + 2.0 nadp_c
61,FASm2201: 3.0 h_c + mmcoa__S_c + 2.0 nadph_c + tmbhn_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tamlgnc_c
62,NADK: atp_c + nad_c --> adp_c + h_c + nadp_c
63,SK_trnathr_c: trnathr_c <=> 
64,SK_trnaphe_c: trnaphe_c <=> 
65,GLGNS1: ggn_c + 3.0 udpg_c --> glygn1_c + 3.0 h_c + 3.0 udp_c
