,rxns_added
0,CYSLY3: cys__L_c + h_c + nadph_c --> ala__L_c + h2s_c + nadp_c
1,SULO: h2o_c + o2_c + so3_c --> h2o2_c + h_c + so4_c
2,PRUK_1: atp_h + ru5p__D_h --> adp_h + h_h + rb15bp_h
3,FBA: fdp_c <=> dhap_c + g3p_c
4,Htu: h_h --> h_u
5,G6PB_pi_th: g6p_B_c + pi_h --> g6p_B_h + pi_c
6,PFLh: coa_h + pyr_h --> accoa_h + for_h
7,ACCOAth: accoa_c + coa_h --> accoa_h + coa_c
8,PGLh: 6pgl_h + h2o_h --> 6pgc_h + h_h
9,GLNth: gln__L_c + h_c --> gln__L_h + h_h
10,PGKh: 13dpg_h + adp_h --> 3pg_h + atp_h
11,SAT: accoa_h + ser__L_h --> acser_h + coa_h
12,ICL: icit_c --> glx_c + succ_c
13,PGLYDH: 3pg_h + nad_h --> 3php_h + h_h + nadh_h
14,PGDHh: 6pgc_h + nadp_h --> co2_h + nadph_h + ru5p__D_h
15,PHSERt_h: phom_h --> phom_c
16,PYK_h: adp_h + h_h + pep_h --> atp_h + pyr_h
17,PRUK: atp_c + ru5p__D_c --> adp_c + h_c + rb15bp_c
18,PEPPIth: pep_c + pi_h --> pep_h + pi_c
19,GLUS: akg_h + gln__L_h + h_h + nadh_h --> 2.0 glu__L_h + nad_h
20,ATPSu: 3.0 adp_c + 14.0 h_u + 3.0 pi_c --> 3.0 atp_c + 3.0 h2o_c + 11.0 h_c
21,ASPth: asp__L_c + h_c --> asp__L_h + h_h
22,H2Oth: h2o_c --> h2o_h
23,GAPDHh: g3p_h + nad_h + pi_h --> 13dpg_h + h_h + nadh_h
24,HSDH_h: aspsa_h + h_h + nadh_h --> hom__L_h + nad_h
25,ASADH: 4pasp_h + h_h + nadph_h --> aspsa_h + nadp_h + pi_h
26,GLUth: glu__L_h + h_h --> glu__L_c + h_c
27,ASPK_1: asp__L_h + atp_h --> 4pasp_h + adp_h
28,RBPC: co2_c + h2o_c + rb15bp_c --> 2.0 3pg_c + 2.0 h_c
29,PSP: h2o_h + pser__L_h --> pi_h + ser__L_h
30,G3P_pi_thr: g3p_c + pi_h --> g3p_h + pi_c
31,BIOMASS_Ecoli_core_w_GAM: 1.496 3pg_c + 3.7478 accoa_c + 59.81 atp_c + 0.361 e4p_c + 0.0709 f6p_c + 0.129 g3p_c + 0.205 g6p_c + 0.2557 gln__L_c + 4.9414 glu__L_c + 59.81 h2o_c + 3.547 nad_c + 13.0279 nadph_c + 1.7867 oaa_c + 0.5191 pep_c + 2.8328 pyr_c + 0.8977 r5p_c --> 59.81 adp_c + 4.1182 akg_c + 3.7478 coa_c + 59.81 h_c + 3.547 nadh_c + 13.0279 nadp_c + 59.81 pi_c
32,RBPCh: co2_h + h2o_h + rb15bp_h --> 2.0 3pg_h + 2.0 h_h
33,PIt_h: h_c + pi_c --> h_h + pi_h
34,ACSERthi: acser_h --> acser_c
35,HSK_1: atp_h + hom__L_h --> adp_h + h_h + phom_h
36,CO2t: co2_e <=> co2_c
37,MALS: accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c
38,G6PBDHh: g6p_B_h + nadp_h --> 6pgl_h + h_h + nadph_h
39,PSAT: 3php_h + glu__L_h --> akg_h + pser__L_h
40,FORthi: for_h + h_h --> for_c + h_c
41,PKETF: f6p_c + pi_c --> actp_c + e4p_c + h2o_c
42,ACYP: 13dpg_c + h2o_c --> 3pg_c + h_c + pi_c
43,BIOMASS_Ecoli_core_w_GAM: 1.496 3pg_c + 3.7478 accoa_c + 59.81 atp_c + 0.361 e4p_c + 0.0709 f6p_c + 0.129 g3p_c + 0.205 g6p_c + 0.2557 gln__L_c + 4.9414 glu__L_c + 59.81 h2o_c + 3.547 nad_c + 13.0279 nadph_c + 1.7867 oaa_c + 0.5191 pep_c + 2.8328 pyr_c + 0.8977 r5p_c --> 59.81 adp_c + 4.1182 akg_c + 3.7478 coa_c + 59.81 h_c + 3.547 nadh_c + 13.0279 nadp_c + 59.81 pi_c
44,ACYP_2: actp_c + h2o_c --> ac_c + h_c + pi_c
45,SULO: h2o_c + o2_c + so3_c --> h2o2_c + h_c + so4_c
46,FAO2: atp_c + 8.0 coa_c + 7.0 fad_c + 7.0 h2o_c + hdca_c + 7.0 nad_c --> 8.0 accoa_c + amp_c + 7.0 fadh2_c + 7.0 h_c + 7.0 nadh_c + ppi_c
47,EX_orot_e: orot_e <=> 
48,ICL_1: icit_m --> glx_m + succ_m
