,rxns_added
0,NNDPR
1,NMNP
2,r2026
3,LYSLYSLYSt
4,NMNt7
5,GMPt6
6,GLCNACT_c
7,EX_lyslyslys_e
8,FAO181p_evenc
9,METTRPPHEr
10,ACYP_2
11,NADDP
12,EX_metphearg_e
13,CYSLY3
14,NADPHtu
15,CO2t
16,HMR_7256
17,AKGt2n
18,GLCNACPT_L
19,ASPOb
20,6PGTt_h
21,QULNS
22,PHEPHETHRt
23,SUCOAACTr
24,SULO
25,PHEPHETHRr
26,G6PBDHh
27,2_PERIOD_4_PERIOD_1_PERIOD_141
28,METPHEARGt
29,HCO3E
30,THFGLUH
31,PGLh
32,EX_mettrpphe_e
33,METTRPPHEt
34,EX_phephethr_e
35,PKETF
36,DOLDPP_pf
37,GMPR
38,SSCOARy
39,LYSLYSLYSr
40,G6PB_pi_th
41,ORNCD
42,NADPPPS
43,METPHEARGr
44,GLCNACPT_c
