,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
PCW3DS_EPA_ALNA_sn2_c,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
MALTpts,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
AMID2,not in model,not in model,nonlethal,nonlethal,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
CDPDAGS1819Z160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,not in model
CLBH,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
EX_akg_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
URDGLYCD,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
HMNOc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
PRASCSi,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
UREASE,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
PGSA180,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
ENLIPAabctexc,nonlethal,nonlethal,nonlethal,not in model,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_cro4_e,nonlethal,nonlethal,nonlethal,not in model,nonlethal,,,,nonlethal,,not in model,nonlethal,,nonlethal
PGP18111Z160t,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
PGPS1819Z160,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
MGDGW6DS1829Z12Z1637Z10Z13Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
ALAPAT4te,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
EX_tyrtyr_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
GLUTCOADHc,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
DGTSDS1819Z1829Z12Z,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
THRGLYexR,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
EX_crm_e,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
TARTRDH2,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
PLDAGAT1801819Z18111Z1,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,not in model
PNTK,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
TRPTA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
NTRIR2xm,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
PUNP5,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,nonlethal
PHACOAOR,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,nonlethal
EAR140_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
FAO1,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
ABTA,not in model,not in model,nonlethal,not in model,nonlethal,,,,not in model,,not in model,nonlethal,,nonlethal
PDYXPT_c,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
HMR_0410,not in model,not in model,not in model,nonlethal,not in model,,,,nonlethal,,not in model,not in model,,not in model
STARCH300DEGRBc,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
THD2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
EX_manb_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
r0483,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,not in model,,not in model
FAS140ACPm,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,not in model
PACOAL,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
MEVK4,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
UDCPDPex,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,not in model,,not in model
PE18111Z1819Zt,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
NTD9,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
ASR,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
FAS100,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
DPPS,not in model,not in model,not in model,not in model,nonlethal,,,,not in model,,nonlethal,nonlethal,,not in model
EX_pe18111Z1835Z9Z12Z_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
ALDD20x,not in model,not in model,not in model,not in model,not in model,,,,not in model,,nonlethal,not in model,,nonlethal
NDH1_1pc,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,not in model,,nonlethal
FAH1829Z12Zc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
PGM,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
ALDD32,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
FACOAL140,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
SMOX,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
OIVD1r,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_3hcinnm_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
MSAR,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
FA141COAabcpc,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
PLDAGAT_PALM_PALM_LNA_PE_10_c,not in model,not in model,not in model,nonlethal,not in model,,,,not in model,,not in model,not in model,,not in model
PED5DS1819Z1835Z9Z12Z,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
RH2CD,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
G3PSabcppc,nonlethal,nonlethal,not in model,nonlethal,not in model,,,,nonlethal,,nonlethal,nonlethal,,not in model
ASNTRS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
4ABUTD,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
EX_ptd1ino_e,not in model,not in model,not in model,nonlethal,not in model,,,,not in model,,not in model,not in model,,not in model
MOTH4,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
HACNHmc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
EX_dag_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
DHFOR,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
GDPMNH,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
EX_histrphis_e,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,not in model,,not in model
ACOADAGAT18111Z18111Z180,nonlethal,nonlethal,not in model,nonlethal,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_metox__R_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
EX_lac__L_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,nonlethal,nonlethal,,nonlethal
HMPSCD,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,nonlethal,nonlethal,,nonlethal
AMALT2,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
AHSERL4,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
DCMPDA,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
EX_cdpdtdec7eg_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
EX_HC00006_e,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,not in model,,not in model
PTOLDOX,nonlethal,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
PROt2r,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,nonlethal
ACACCT,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,not in model,,nonlethal
ETHAAL,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
IZPN,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
EX_pser__L_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
AACPS3,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
DAGAH_HDE_DHA_c,not in model,not in model,not in model,nonlethal,not in model,,,,nonlethal,,not in model,not in model,,not in model
3OAS60_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
TRPO2,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
CODH3,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
MGDGD7DS1819Z1617Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,not in model
ATPS1,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
DGDGS1819Z160c,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
NMNHYD,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
ADPRIBt,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
EX_gal_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_butso3_e,nonlethal,nonlethal,not in model,nonlethal,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_pa160_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
FA182COAabcpc,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
DXHPScmc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
DGDGW3DS1839Z12Z15Z1627Z10Zc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
G5SDym,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,not in model,nonlethal,,not in model
3M2OPLOXRD,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
FAS260_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
FDH,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
EAR60_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
EX_ileasnhis_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
PLDAGAT18111Z18111Z1819Z4,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,not in model
UDPGALtg,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
AGMT,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,nonlethal,,not in model,nonlethal,,not in model
ALDD16,nonlethal,nonlethal,not in model,nonlethal,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
SELTORc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
EAR141y,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
OPMEACPS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,nonlethal,nonlethal,,not in model
PED5DS1801835Z9Z12Z,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
GK2,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
DDPA,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
SUCD2_u6mc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
BSCT,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,not in model,,not in model
CHLPCTD,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,not in model,nonlethal,,nonlethal
EX_pe161_e,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
acoa_prod4,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
A3GALT5c,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
Htap,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
GLYCTO2,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,nonlethal,,nonlethal
EX_dcyt_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
C8STI,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,not in model,,nonlethal
SPRMt2i,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
CODH2r,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
G3PD7,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
PYK5,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,nonlethal
KAS15_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
GALCTNt2r,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
FAMPL1,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
MTAM_nh4,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,not in model
S2FE2ST,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,nonlethal
MTOLDOX,nonlethal,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
PS161abcppc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
MMSAD3m,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
SULabc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_trpiletrp_e,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
UTUP,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
r1914,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
EX_gluside_e,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
G3PAT140_c,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
D_LACt2,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
EX_ileprolys_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
MANA3,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
CY_focytb5_c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
EX_coa_e,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
PELINL_HSPLA2nhs,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
GTHS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
ASNNm,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
MCOATA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
PLDAGAT1819Z18111Z1602,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,not in model
ADEt,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
ASNS2,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,not in model,,not in model
NALN6,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
TAGAH1601819Z1835Z9Z12Z,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
HISLYSTHRt,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
CYO1b2_sync,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,nonlethal
FLDR_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
GDMANE,nonlethal,nonlethal,not in model,not in model,nonlethal,,,,not in model,,nonlethal,nonlethal,,nonlethal
pe_prod9,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
ULA4NFT,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
2dr_p,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
CELASE2,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
MELIBt2,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
GTHOr_ap,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
HMR_2336,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
3OAS120_1c,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,not in model
ARTPLM1,nonlethal,nonlethal,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
RIBabc,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
CSNATr,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,not in model,,not in model
PPACOALhc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
ACN_a_m,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
EX_lyspheile_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
CYEUOLCYCI,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
CPPPGO,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,not in model,nonlethal,,nonlethal
GLUt2r,not in model,not in model,not in model,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
CERS324,nonlethal,nonlethal,not in model,nonlethal,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
ECOAH4,nonlethal,nonlethal,not in model,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
GLXCBL,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
EX_xylb_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
4HBZFm,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
PTRCt3i,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
3OAS141,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,nonlethal,nonlethal,,nonlethal
HEMEAS,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
PSERSm_SC,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
DOLASNT,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,not in model
AGPAT180,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
AKGMALtm,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
MCTC,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,not in model
MANpts,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
THFGLUS,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
PPPGOm_pf,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
AGPATCOA16018111Z,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
FAS100ACPm,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,nonlethal,nonlethal,,not in model
EX_stcoa_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
CERH126,nonlethal,nonlethal,not in model,nonlethal,not in model,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
4HOXPACMOF,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
3OAR120_m,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
PPA,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
SQD2_161,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,nonlethal,,not in model
ORNTAC_1,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
FACOAL100t2pp_ap,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
EX_mqn8_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
FTc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,nonlethal,nonlethal,,not in model
PLDAGAT_OLE_EPA_DHA_PE_10_c,not in model,not in model,not in model,nonlethal,not in model,,,,not in model,,not in model,not in model,,not in model
EX_Rtotal_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
HMR_0378,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
PRAIS,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
3HAD160,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
PSP_L,nonlethal,nonlethal,nonlethal,not in model,not in model,,,,nonlethal,,not in model,nonlethal,,not in model
LYSLYSLYSr,nonlethal,nonlethal,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
PCD6DS_STC_GLNA_sn2_c,not in model,not in model,nonlethal,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
NPHS,nonlethal,nonlethal,not in model,not in model,not in model,,,,nonlethal,,not in model,nonlethal,,not in model
FASm2401,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
ACOADH80_m,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,nonlethal,,not in model
IDOND2,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,not in model,,not in model
ACAFDOR,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
PASYN_HP,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,nonlethal
C162ACBP,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,not in model,,not in model
MALt2r,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
EX_lysargleu_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
TMN,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
LPLIPAL2E160,not in model,not in model,not in model,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
1AGPEAT18111Z1845Z9Z12Z15Z,nonlethal,nonlethal,nonlethal,nonlethal,nonlethal,,,,not in model,,nonlethal,not in model,,not in model
r2510,not in model,not in model,not in model,nonlethal,not in model,,,,not in model,,not in model,not in model,,not in model
EX_f6p_e,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,not in model
ASPO1,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,nonlethal
PCFLOPm_cho,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,not in model,,not in model
DHPS,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,not in model,,not in model,not in model,,not in model
SPP,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
FAH160c,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
CRVSthc,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
FA120ACPHi,nonlethal,nonlethal,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
FORCT,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,nonlethal,,not in model
ETHAPT_OLE_OLE_c,not in model,not in model,not in model,not in model,not in model,,,,nonlethal,,not in model,not in model,,not in model
ACM6PH,not in model,not in model,not in model,not in model,not in model,,,,not in model,,not in model,not in model,,nonlethal
EX_cd2_e,not in model,not in model,nonlethal,nonlethal,nonlethal,,,,nonlethal,,nonlethal,nonlethal,,nonlethal
