,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
GLBRAN2,,,not in model,not in model,not in model,,,,,,,nonlethal,,
LIPAabcppc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ALDD7,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_4abz_e,,,nonlethal,not in model,not in model,,,,,,,not in model,,
CO2t,,,nonlethal,not in model,not in model,,,,,,,not in model,,
DOLDPP,,,nonlethal,not in model,not in model,,,,,,,not in model,,
PDE3,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
THFGLUS_1,,,not in model,not in model,not in model,,,,,,,not in model,,
CMPDAi,,,not in model,not in model,not in model,,,,,,,nonlethal,,
OBDHc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MODc,,,not in model,not in model,not in model,,,,,,,not in model,,
NTP6,,,not in model,nonlethal,not in model,,,,,,,not in model,,
MI1456PKnc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
AGPAT18111Z1819Zhc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
G12MT3c,,,not in model,not in model,not in model,,,,,,,not in model,,
GHMT2r,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
pg_prod3,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
GLYCLTDx,,,not in model,not in model,not in model,,,,,,,nonlethal,,
FMETTRS,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
DHORDfum,,,not in model,not in model,not in model,,,,,,,not in model,,
PIPLC,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
SECYSTL,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
APH180,,,not in model,not in model,nonlethal,,,,,,,nonlethal,,
MTHFR2_1,,,not in model,not in model,not in model,,,,,,,not in model,,
MDH,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
NaKt_1,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MMM2,,,not in model,not in model,not in model,,,,,,,not in model,,
PGMfc,,,nonlethal,not in model,not in model,,,,,,,not in model,,
ANXANORc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_pydxn_e,,,nonlethal,not in model,not in model,,,,,,,not in model,,
FAS161ACPm,,,not in model,not in model,not in model,,,,,,,nonlethal,,
HCO3Ehic,,,not in model,not in model,not in model,,,,,,,nonlethal,,
3NTYROXDAppc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_crn_e,,,not in model,nonlethal,not in model,,,,,,,not in model,,
EX_pg1819Z160_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
SEAHCYSHYD_1,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
GLCNACPT,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PICH,,,not in model,not in model,not in model,,,,,,,not in model,,
DMPPS,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
GLYCDx,,,not in model,not in model,not in model,,,,,,,nonlethal,,
FE3Gabcppc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
FLNDPR2r,,,not in model,not in model,not in model,,,,,,,not in model,,
DAGCPT,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
S2FE2SS2,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PI45BPP,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
RE3166C,,,not in model,not in model,not in model,,,,,,,not in model,,
PIt,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_arsna_e,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_3hpppn_e,,,not in model,not in model,not in model,,,,,,,not in model,,
FACOAL161t2ppc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_sucr_e,,,not in model,not in model,not in model,,,,,,,nonlethal,,
NH4t3r,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PGK,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
CLPNS140,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
AO,,,not in model,not in model,not in model,,,,,,,nonlethal,,
FACOAL181,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
3OAR100_ap,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
EX_hemozoin_e,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
ASPCT,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
RAFGH,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_2agpg161_e,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
Htmt,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
HIBDkt,,,not in model,not in model,not in model,,,,,,,nonlethal,,
ATPH1,,,nonlethal,not in model,not in model,,,,,,,nonlethal,,
CHOPT_STC_HDE_c,,,not in model,not in model,not in model,,,,,,,not in model,,
RE2112C,,,not in model,not in model,not in model,,,,,,,nonlethal,,
CTPt_m,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_alaala_e,,,not in model,not in model,not in model,,,,,,,not in model,,
DKGLCNR1,,,not in model,not in model,not in model,,,,,,,nonlethal,,
URAt2,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MGHBc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
CSND,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
CYOOm2,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
GLNHISHISt,,,nonlethal,not in model,not in model,,,,,,,not in model,,
NADHOR,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_fe3hox_e,,,not in model,not in model,not in model,,,,,,,nonlethal,,
ALCD2x,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PHEt2r,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
NAabcO,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_2agpg120_e,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
PACCOAL3,,,not in model,not in model,not in model,,,,,,,nonlethal,,
CITALDM,,,not in model,not in model,not in model,,,,,,,nonlethal,,
FBAhc,,,not in model,not in model,not in model,,,,,,,not in model,,
DES_6,,,not in model,not in model,not in model,,,,,,,not in model,,
I2FE2SS,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PLIPA2E120,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
PG120abcppc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
GMPR,,,not in model,not in model,not in model,,,,,,,nonlethal,,
SBTPD,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EAR160y,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
6TINS5MPOR,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
3OAS80_1c,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
INSTt4,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PGI,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
O2t,,,nonlethal,not in model,not in model,,,,,,,not in model,,
FASm2202,,,not in model,not in model,not in model,,,,,,,nonlethal,,
G13MT,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PE1801845Z9Z12Z15Zt,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
HMR_2484,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PUNP4,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
NTP8,,,not in model,nonlethal,not in model,,,,,,,not in model,,
FACOAL180,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
DGDGGH_OLE_HDE_c,,,not in model,not in model,not in model,,,,,,,nonlethal,,
DAGAH_DHA_DHA_c,,,not in model,nonlethal,not in model,,,,,,,not in model,,
GLUt7m,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
FBAm,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
r1549,,,nonlethal,not in model,not in model,,,,,,,not in model,,
CHORM,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MET_SLV,,,not in model,nonlethal,not in model,,,,,,,not in model,,
FAS80ACPm_L,,,not in model,not in model,not in model,,,,,,,nonlethal,,
ACOADAGAT1601819Z1835Z9Z12Z,,,not in model,nonlethal,not in model,,,,,,,nonlethal,,
EX_pe140_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PIabc,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
3MOPtmt,,,not in model,not in model,not in model,,,,,,,not in model,,
GCPN,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PPAm,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_argarg_e,,,nonlethal,not in model,not in model,,,,,,,not in model,,
PUNP3,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
AGPATCOA_PALM_PALM_c,,,not in model,not in model,not in model,,,,,,,not in model,,
SUCR,,,not in model,not in model,not in model,,,,,,,nonlethal,,
GALIGH,,,not in model,not in model,not in model,,,,,,,nonlethal,,
FAO3,,,not in model,not in model,not in model,,,,,,,nonlethal,,
ACOAO8pc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
UPLA4FNT,,,not in model,nonlethal,not in model,,,,,,,nonlethal,,
MALCOAMT,,,not in model,not in model,not in model,,,,,,,nonlethal,,
CYStec,,,nonlethal,not in model,not in model,,,,,,,not in model,,
EX_ddcacoa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
ASPTRS,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
I2FE2ST,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
3OAR181_1c,,,not in model,not in model,not in model,,,,,,,nonlethal,,
SBTRph,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
MGt5,,,not in model,not in model,not in model,,,,,,,nonlethal,,
GTPCI_2,,,not in model,nonlethal,nonlethal,,,,,,,nonlethal,,
NDPK4m,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ALALYSTHRt,,,not in model,not in model,not in model,,,,,,,not in model,,
AMPTASECG,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ACP1819ZD9DSc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_pgp160_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_lipa_cold_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_ps140_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_malttr_e,,,not in model,not in model,not in model,,,,,,,nonlethal,,
HP5CD,,,not in model,not in model,not in model,,,,,,,not in model,,
FGFTm,,,not in model,not in model,not in model,,,,,,,nonlethal,,
r2136,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MGDGW6DS1829Z12Z1619Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MTAP,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PLDAGAT18111Z18111Z1819Z2,,,not in model,not in model,not in model,,,,,,,nonlethal,,
NADS1,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ICL_1,,,not in model,not in model,not in model,,,,,,,nonlethal,,
ALCD2irm,,,not in model,not in model,not in model,,,,,,,nonlethal,,
SQDGS18111Z160c,,,not in model,not in model,not in model,,,,,,,nonlethal,,
GALMAN600a_e,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PLDAGAT1601819Z18111Z1,,,not in model,not in model,not in model,,,,,,,nonlethal,,
UREAtm,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
FAS240__L_ap,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
GPAR,,,not in model,not in model,nonlethal,,,,,,,nonlethal,,
HMR_0889nhs,,,nonlethal,not in model,not in model,,,,,,,not in model,,
3OACOAR,,,not in model,not in model,not in model,,,,,,,nonlethal,,
NDH1_2pc,,,not in model,not in model,not in model,,,,,,,not in model,,
EX_yvite_e,,,nonlethal,not in model,not in model,,,,,,,not in model,,
EX_ocdcea_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
DAGAH_MYRS_GLNA_c,,,nonlethal,not in model,not in model,,,,,,,not in model,,
A1E,,,not in model,not in model,not in model,,,,,,,nonlethal,,
KAS_HP2,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EAR40x,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
GLMS_syn,,,nonlethal,not in model,nonlethal,,,,,,,nonlethal,,
OMBZLM,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MGDGD4DS1819Z1644Z7Z10Z13Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
TAGAH1819Z18111Z180,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_phe__L_e,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
EX_Rtotalcoa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
CAT,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EAR181x_ap,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
ACSm,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
OGCOAAT,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_fe3_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ASPTA6,,,nonlethal,not in model,not in model,,,,,,,not in model,,
FACOAL80t2pp_ap,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
HMPK4,,,nonlethal,not in model,nonlethal,,,,,,,nonlethal,,
pe_prod7,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
3HAD140,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
THRD_L,,,not in model,not in model,not in model,,,,,,,nonlethal,,
ALCD19,,,nonlethal,not in model,not in model,,,,,,,nonlethal,,
EX_mettrpphe_e,,,not in model,not in model,not in model,,,,,,,not in model,,
CITt2r,,,nonlethal,not in model,not in model,,,,,,,not in model,,
AMMQLT8,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
SLCYSS,,,not in model,not in model,not in model,,,,,,,nonlethal,,
DAGAH1819Z18111Z,,,not in model,not in model,not in model,,,,,,,nonlethal,,
GLNHISHISr,,,nonlethal,not in model,not in model,,,,,,,not in model,,
FAS182ACPmc,,,not in model,not in model,not in model,,,,,,,not in model,,
ACCOAtm,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ALDD3y,,,not in model,not in model,not in model,,,,,,,nonlethal,,
SERPHELYSr,,,not in model,not in model,not in model,,,,,,,not in model,,
LPEH140_sn1_c,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
G3PAT1819Z_1,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ACPS1,,,nonlethal,nonlethal,not in model,,,,,,,nonlethal,,
SK_trnatrp_c,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
PLDAGAT16018111Z1819Z2,,,not in model,not in model,not in model,,,,,,,nonlethal,,
DGTSD5DS1829Z12Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,,,nonlethal,,
FTHFLi,,,nonlethal,not in model,not in model,,,,,,,nonlethal,,
G3PAT140_ap,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
HBZOPT6m,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ALLTN,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_glcur_e,,,not in model,not in model,not in model,,,,,,,nonlethal,,
GRGTc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
XYLt2,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
LPEAT_STC_GLNA_sn2_c,,,nonlethal,not in model,not in model,,,,,,,not in model,,
RBFSb_1,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
T2DECAI_ap,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
ACACT3m,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MNabc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MGDGW3DS1839Z12Z15Z1637Z10Z13Z1c,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MOD_4mopc,,,not in model,not in model,not in model,,,,,,,not in model,,
FE2abc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ASQDCADS1839Z12Z15Z160,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PHEPHEASNr,,,not in model,not in model,not in model,,,,,,,not in model,,
3OAR40_m,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_octa_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
FTHFDH,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PNP,,,not in model,not in model,not in model,,,,,,,not in model,,
FASC201ACP,,,nonlethal,not in model,not in model,,,,,,,nonlethal,,
G3PD4,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
HEX1,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
FACOAL1821,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PSTK,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
EX_amet_e,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
FASC181ACP,,,nonlethal,not in model,not in model,,,,,,,nonlethal,,
DDMCITALOR,,,not in model,not in model,not in model,,,,,,,not in model,,
DAGK181,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
FALDH2,,,not in model,not in model,not in model,,,,,,,nonlethal,,
GMPS,,,not in model,not in model,not in model,,,,,,,nonlethal,,
SK_trnagln_c,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
CYTDt2,,,not in model,not in model,not in model,,,,,,,nonlethal,,
GCC2,,,not in model,not in model,not in model,,,,,,,not in model,,
ITKK,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
DGDGGH1819Z160c,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MGDGW6DS1829Z12Z1617Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
UGCG,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
DGTSDS1829Z12Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,,,nonlethal,,
OXDHCOAT,,,nonlethal,not in model,nonlethal,,,,,,,not in model,,
DHAD1,,,not in model,not in model,not in model,,,,,,,nonlethal,,
BTS3r,,,not in model,not in model,not in model,,,,,,,nonlethal,,
ADA,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MFAPS_SC,,,not in model,not in model,not in model,,,,,,,not in model,,
PPM,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
FBAmc,,,not in model,not in model,not in model,,,,,,,not in model,,
DHNPAm,,,not in model,not in model,not in model,,,,,,,nonlethal,,
TAGAH1819Z1819Z1819Z,,,not in model,not in model,not in model,,,,,,,nonlethal,,
DESAT20_1,,,not in model,not in model,not in model,,,,,,,not in model,,
FPGS4_1,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_cell6_e,,,not in model,not in model,not in model,,,,,,,not in model,,
GALT,,,not in model,not in model,not in model,,,,,,,nonlethal,,
CHOLD,,,nonlethal,not in model,not in model,,,,,,,nonlethal,,
GLYCt2,,,not in model,not in model,not in model,,,,,,,nonlethal,,
OGMEACPS,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
4ABUTtmi,,,not in model,not in model,not in model,,,,,,,nonlethal,,
3OAR181,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EAR60x,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ETFQO_1c,,,not in model,not in model,not in model,,,,,,,not in model,,
MM2c,,,not in model,not in model,not in model,,,,,,,not in model,,
PSIIc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PLA2PE_STC_OLE_c,,,not in model,not in model,not in model,,,,,,,not in model,,
SUCBZT2,,,not in model,not in model,not in model,,,,,,,not in model,,
ADCS,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
CYSt_m,,,not in model,not in model,not in model,,,,,,,not in model,,
KARI_23dhmp_1,,,not in model,not in model,not in model,,,,,,,nonlethal,,
GFUCS,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
MACCOAT,,,nonlethal,not in model,not in model,,,,,,,nonlethal,,
GLNGLU,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
G3PCT,,,not in model,not in model,not in model,,,,,,,nonlethal,,
3HAD40_2,,,not in model,not in model,not in model,,,,,,,not in model,,
PLPSA218111Z1845Z9Z12Z15Z,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PINOS_SC,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
SQLC2,,,not in model,not in model,not in model,,,,,,,not in model,,
2DHGLCK,,,not in model,not in model,not in model,,,,,,,not in model,,
MGDGW3DS1839Z12Z15Z160c,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
FAO80pc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MLTP3,,,not in model,not in model,not in model,,,,,,,nonlethal,,
HPROxm,,,not in model,not in model,not in model,,,,,,,not in model,,
I2FE2SR,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
SQD2_180,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PDIMAS,,,not in model,not in model,not in model,,,,,,,nonlethal,,
DASYN183_6_9_12,,,nonlethal,not in model,nonlethal,,,,,,,nonlethal,,
FACOAL160t2pp_ap,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
TAGAH1819Z1819Z18111Z,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MGDGW3DS1819Z1637Z10Z13Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PSYc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
DHFS_1,,,not in model,not in model,not in model,,,,,,,not in model,,
S6PG,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MOD_2mbdhlc,,,not in model,not in model,not in model,,,,,,,not in model,,
TAGAH18111Z18111Z1835Z9Z12Z,,,not in model,not in model,not in model,,,,,,,nonlethal,,
3OAR180,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
FACOAL40t2ppc,,,not in model,not in model,nonlethal,,,,,,,nonlethal,,
CTPS2,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_kdo2lipid4_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
THFATm,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MAN1PT,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
AHALc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ALAt2r,,,not in model,nonlethal,nonlethal,,,,,,,nonlethal,,
ATPH1e,,,not in model,not in model,not in model,,,,,,,not in model,,
MEVK3,,,not in model,not in model,not in model,,,,,,,not in model,,
FACOAL182,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
CYTB_B3,,,nonlethal,nonlethal,nonlethal,,,,,,,not in model,,
DM_trp__L_c,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PCW3DS_EPA_ALNA_sn2_c,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MALTpts,,,not in model,not in model,not in model,,,,,,,nonlethal,,
AMID2,,,nonlethal,nonlethal,not in model,,,,,,,nonlethal,,
CDPDAGS1819Z160,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
CLBH,,,not in model,not in model,not in model,,,,,,,nonlethal,,
EX_akg_e,,,not in model,not in model,not in model,,,,,,,nonlethal,,
URDGLYCD,,,not in model,not in model,not in model,,,,,,,not in model,,
HMNOc,,,not in model,not in model,not in model,,,,,,,not in model,,
PRASCSi,,,not in model,not in model,not in model,,,,,,,nonlethal,,
UREASE,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PGSA180,,,not in model,nonlethal,nonlethal,,,,,,,nonlethal,,
ENLIPAabctexc,,,nonlethal,not in model,nonlethal,,,,,,,nonlethal,,
EX_cro4_e,,,nonlethal,not in model,nonlethal,,,,,,,nonlethal,,
PGP18111Z160t,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
PGPS1819Z160,,,not in model,not in model,not in model,,,,,,,nonlethal,,
MGDGW6DS1829Z12Z1637Z10Z13Zc,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ALAPAT4te,,,nonlethal,not in model,not in model,,,,,,,not in model,,
EX_tyrtyr_e,,,not in model,not in model,not in model,,,,,,,not in model,,
GLUTCOADHc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
DGTSDS1819Z1829Z12Z,,,not in model,not in model,not in model,,,,,,,nonlethal,,
THRGLYexR,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
EX_crm_e,,,not in model,not in model,not in model,,,,,,,not in model,,
TARTRDH2,,,not in model,not in model,not in model,,,,,,,not in model,,
PLDAGAT1801819Z18111Z1,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PNTK,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
TRPTA,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
NTRIR2xm,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
PUNP5,,,not in model,nonlethal,nonlethal,,,,,,,not in model,,
PHACOAOR,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EAR140_m,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
FAO1,,,not in model,not in model,not in model,,,,,,,nonlethal,,
ABTA,,,nonlethal,not in model,nonlethal,,,,,,,nonlethal,,
PDYXPT_c,,,nonlethal,not in model,not in model,,,,,,,not in model,,
HMR_0410,,,not in model,nonlethal,not in model,,,,,,,not in model,,
STARCH300DEGRBc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
THD2,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
EX_manb_e,,,not in model,not in model,not in model,,,,,,,not in model,,
r0483,,,not in model,not in model,not in model,,,,,,,not in model,,
FAS140ACPm,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PACOAL,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
MEVK4,,,not in model,not in model,not in model,,,,,,,not in model,,
UDCPDPex,,,not in model,not in model,not in model,,,,,,,not in model,,
PE18111Z1819Zt,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
NTD9,,,not in model,not in model,not in model,,,,,,,not in model,,
ASR,,,not in model,not in model,not in model,,,,,,,nonlethal,,
FAS100,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
DPPS,,,not in model,not in model,nonlethal,,,,,,,nonlethal,,
EX_pe18111Z1835Z9Z12Z_e,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ALDD20x,,,not in model,not in model,not in model,,,,,,,not in model,,
NDH1_1pc,,,not in model,not in model,not in model,,,,,,,not in model,,
FAH1829Z12Zc,,,not in model,not in model,not in model,,,,,,,nonlethal,,
PGM,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
ALDD32,,,not in model,not in model,not in model,,,,,,,nonlethal,,
FACOAL140,,,nonlethal,nonlethal,nonlethal,,,,,,,nonlethal,,
