,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
ANPRT,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PIt2m_2,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
AGPAT161_ap,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PGP160abcppc,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
SER_AL,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
DAGK1801819Z,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PSERDm_SCc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
CPPPGOAN2,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
EX_occoa_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
3OAR40_1c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ACOADH120_m,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
TRPILETRPt,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
ECOAH2,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ACPPAT161,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
KARI_1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PAPSR2,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PLDPC_LNA_LNA_c,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
FAO240pc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
EX_ps141_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
EX_actn__R_e,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PI35BP5P_SC,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
3HCINNMH,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
L_LACD2cm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
ADD,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
MECDPS_ap,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
MI1345PP,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
O2Stm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
ETHAPT1819Z1819Z,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
2DGULRy,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PLDAGAT_HDE_HDE_HDE_PE_13_c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_pe_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PLIPA2G160,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_ps160_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
EX_ps120_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
MLTG7,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
TMPt6,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
LIDOMO,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
LPS2nhs,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
HEXSabc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
DNTPPA_1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PYDXOR,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PPDIMAS,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
IGPS,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
NNDPR,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ATSH,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
AKGMAL,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
pi_prod1,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
G3PCt,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
FORA,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PGCM,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PEPCKm,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
DHROm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
MLTP2,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
LPLIPAL2G181,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_o2_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ETHAPT18111Z1819Z,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
IPDDI3y,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ETHAPT_HDE_LNA_c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
MLTHFtm_1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
r2118,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
HMR_1077,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,not in model
AGPAT1601819Zhc,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
HMSH3,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
SQDGW3DS1839Z12Z15Z160c,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
pg_prod1,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
ETFc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
BPNT,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
3HAD100,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
DSAT,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
SQD2_181_9,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ECOAH3_1c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
RPE,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PCFPTm,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ALDD3,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
GDR,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
OMPDC,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,nonlethal
GTHPm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
NDPK6m,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PRFGS,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
GALCTND,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
MGDGW3DS1829Z12Z1644Z7Z10Z13Zc,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
D_LACDHm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
HMR_0188,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
CD2abc1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
DGSNt,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
MTHFD2i,,,not in model,not in model,nonlethal,,,not in model,,not in model,,,,nonlethal
FUM,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
VALTA,,,nonlethal,nonlethal,not in model,,,not in model,,not in model,,,,nonlethal
FASC120ACP,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,nonlethal
FORtm,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
UREAt,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
CHOPT_OLE_EPA_c,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_dhap_e,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
LCYEc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ECOAH4m,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
DGDGGH1829Z12Z1619Zc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
CLt_m,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PDHa,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
G5SADs,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
HYDAm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
FASC161ACP,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PLA2PE_HDE_HDE_c,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PGSA160,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
ACLSa,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PLPSA21829Z12Z1835Z9Z12Z,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
GLYCLTt2r,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_cbl2_e,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
RNDR1,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ACOADAGAT18111Z1819Z1819Z,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,nonlethal
MGDGW6DS1829Z12Z1627Z10Z1c,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PAPA1801819Z,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
GLUabc,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,nonlethal
FAO181p_evenc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
3OAS120_ap,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
GLXO1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
EX_asp__L_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
THRTRS,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
CYSSERMETt,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
O2St,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
SELNPS,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
CBL2abc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
LALGP,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
FACOAE1836Z9Z12Z,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
THRabc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
LPCAT_HDE_EPA_sn2_c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
MI134PP,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
HISTRSm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PLDAGAT1819Z1819Z1601,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
SPODM,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
POR5,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
LPCAT_PALM_PALM_sn2_c,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,not in model
PSI_2c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ARTPLM2,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ASPte,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
DDPAm,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PE1819Z1829Z12Zt,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
FACOAL181t2ppc,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
DM_arg__L_c,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PINOS,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
BETALDHx,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,nonlethal
GLYt2m,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ACACT8r,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ACOADAGAT1819Z18111Z160,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,nonlethal
MGDGW6DS1829Z12Z1627Z10Z2c,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PGW6DS1829Z12Z160c,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_pg140_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
HMGCOAS,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
3HAD120,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PAPA_STC_GLNA_c,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
NITRm,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
IG3PS,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PDHcr,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ACALDCD,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
FALDH,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
5FLURAOR,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
GARFT,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
FAS180COA,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
DSBGGTc,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
BLACT,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PDS2c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
DM_thr__L_c,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
HSTPTr,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
ALATL,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
C05770te3,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
acoa_prod15,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
SUCDH_q8_m,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PI45BP5P_SC,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
G3PD6,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
TAURabc,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ICDHym,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_all__D_e,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,not in model
IPPMIb,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PLDAGAT_HDE_ARA_HDE_PE_13_c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
GAPDi_nadp,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_xylan12_e,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
CERH124,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,nonlethal
SPMDOX,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_ocdca_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
SULR,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
HACD3i,,,not in model,not in model,nonlethal,,,not in model,,not in model,,,,nonlethal
DGTSDS1601829Z12Z,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PGD3TDS1839Z12Z15Z1613Ec,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
FACOAL140t2pp_ap,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
NADH2r,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
TREabc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PLA2PE_PALM_PALM_c,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
ACGAM6PS,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
XYLR,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
EX_man_e,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
CU1Oppc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
pe_prod14,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
ACOADAGAT18111Z18111Z1835Z9Z12Z,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,nonlethal
LPLIPAL2G141,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
GTPH1,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
3NTD2pp_1c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
C162OHc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EAR121y,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_gln__L_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
DM_pro__L_c,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
EX_cu2_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
CGMPt,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
ACACT1m,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
OAACITtm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
MDDEP3ppc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PAPA1601819Z,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,not in model
r1934,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
RE3252C,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
DHORD5,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
3OAS121,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
2ddecg3pt,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
HMBS,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_cyssermet_e,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
DAGAH_HDE_LNA_c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
AMYLe,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
Clt,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
MALTTTRabc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_pa180_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
DHBS,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
GGTAe2,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
NTD2,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
NDPK8,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PSSA180,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_ldl_enhs,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_cys__L_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
DPMVD,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
GLCMAN6,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
EX_eca4colipa_e,,,nonlethal,not in model,nonlethal,,,not in model,,not in model,,,,nonlethal
ORNCD,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
XTSNH,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
FACOAL160_ISO,,,nonlethal,nonlethal,not in model,,,not in model,,not in model,,,,nonlethal
RBPC,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
ACOADAGAT1819Z1819Z1835Z9Z12Z,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,nonlethal
EX_ade_e,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
RDXR,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
FASm240,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
GLUDy,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
3OAR120,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
NTP3,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PLIPA2E181,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
AACPS5_1c,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,nonlethal
3OAS60,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PE180abcppc,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
DUTUP,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
ASQDPADS1839Z12Z15Z160,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
NTD1,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ALDD2ym,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
TYRPHETYRr,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
ETHAPT_HDE_HDE_c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
HIBHc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
EX_2agpg160_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_cellb_e,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
TAGAH1801819Z18111Z,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
CSm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_thymd_e,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
VPAMTr,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
GLNabc,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
SBTpts,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
MOD_3mhtppc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
L_LACtm,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ACOADAGAT16018111Z18111Z,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,nonlethal
GPDDA3,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PLDAGAT1819Z1819Z1819Z3,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
MALLAC,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
AOOAhc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ATPtm_H,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
LPLIPAL1G161,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
EX_drib_e,,,not in model,not in model,nonlethal,,,not in model,,not in model,,,,nonlethal
CRNCAR,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
NOS2_1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
4ABUTNtm,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
SERt2m,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_pa_enhs,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
CHLDA1tuc,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ACACT2c,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
FASm2802,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
2AGPEAT141,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
PLDAGAT1801819Z1819Z4,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
UGLYCH,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
EAR181y,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
METSOXR1,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
G3PAT181_ap,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
PHYTES2,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
ACACT6r_1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
2agpe161t,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
KAT5,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
GLS2,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
ATPt_m,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
BGLA1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
FACOAE100,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
G6Pt6er,,,not in model,nonlethal,not in model,,,not in model,,not in model,,,,not in model
SO4t4_2,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
P5CRm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
HMPK1,,,nonlethal,not in model,nonlethal,,,not in model,,not in model,,,,nonlethal
MEPCT_ap,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
CMPtm,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
SAGH,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
SMPD3l_host,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
FAS80__L_ap,,,not in model,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
VALSERARGt,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PPS,,,nonlethal,not in model,not in model,,,not in model,,not in model,,,,not in model
EX_nad_e,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
PG180abcppc,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
FBP26,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
ALDD19xr,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
G16MTc,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
PYDXO_1,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,nonlethal
ASPTRS_Asn,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
2HPMMBQMOm,,,nonlethal,nonlethal,nonlethal,,,not in model,,not in model,,,,not in model
HPYRDC,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
AHCYSNS,,,not in model,not in model,not in model,,,not in model,,not in model,,,,not in model
GLCR1TRB1,,,not in model,not in model,nonlethal,,,not in model,,not in model,,,,nonlethal
MEPCT,,,nonlethal,not in model,nonlethal,,,not in model,,not in model,,,,not in model
ACTNabc1,,,not in model,not in model,not in model,,,not in model,,not in model,,,,nonlethal
