,T. gondii ARI,T. gondii FOU,T. gondii GAB2-2007-GAL-DOM2,T. gondii GT1,T. gondii MAS,T. gondii ME49,T. gondii p89,T. gondii RUB,T. gondii TgCatPRC2,T. gondii VAND,T. gondii VEG
FE2GTPabc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
3HAD101_m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
G5SDym,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PGSA161,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
3M2OPLOXRD,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FTHFCL,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FNOR,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
G3PDm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
HBZOPT,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FRDO2r,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pail1819Z160_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
TAGAH1601819Z1835Z9Z12Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
TAGAH1819Z1819Z1819Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
MPTSS,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
BSORy,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EAR100y,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_malt_e,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
SPMDabc,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model
DGDGGH1829Z12Z1637Z10Z13Zc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
1AGPEAT1801835Z9Z12Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACACT3c,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACSERL,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PPCDC,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOAD3,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PINA1tm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PHETHRLYSt,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PG161abcppc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PETOHMm_cho,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GCCcm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
MOADSUx,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
HG2abcppc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ALDD10,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EAR60_m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
3OAR100_m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FAO181p_evenc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACS,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOADH80_m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PGPS1819Z160,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOADH120_m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_cro4_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DNDPt54m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PGK,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DGDGGH1829Z12Z1617Zc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EAR80x,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
SDPTA,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
THZSN,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
TYRt2m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
NTPP2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
TAGAH16018111Z160,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
AACPS4,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
OAAAKGtm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pg141_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FBAm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_hco3_e,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
SLDy,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PDHam2mi,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
RNTR3,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DM_glu__L_c,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DMTc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PYDXNK,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ALDD22x,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CYSS_2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PDHcr,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
NADS1m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACCOAC_h,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
GTPCI_1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
r0330,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
ACOADAGAT1801819Z18111Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ATDAMm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_hdca_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pg180_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_lac__L_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
STARCH300DEGRBc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_ca2_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
HMPSCD,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ARTFR41_cho,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOADAGAT1601819Z1845Z9Z12Z15Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ALAALAabcppc,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
ZN2t4,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model
UDPDPS2,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model
MALT,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
THD1m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PE160abcppc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FAS200,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DASYN183_6_9_12,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
THZPSN3,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
3OAR160,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PGCM,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
GALt2_2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
HACDpc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PTRCTA,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Zc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
NNATr,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PLPSA21801835Z9Z12Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
GAPD,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
HEMEOSm_1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pgp120_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PLPSA21801819Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
CYO1b,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ATP_3h_tm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOADAGAT1601819Z18111Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
AGPAT161,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
KAS_HP,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FADFMNtm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CERH126,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model
GK2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PGPPTnhs,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PPNCL2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pe18111Z1829Z12Z_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
MDH,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ARTPLM1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACPS1,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
O2tm,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AGPAT140,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
3OAS60_1c,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_enter_e,not in model,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model
RNTR3c,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
G6PI_1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ADSL1r,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
MTHFC,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,nonlethal,not in model
DPR,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PGD3TDS1829Z12Z1613Ec,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
HMR_9608,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PIt9,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pg1819Z160_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FE2DMT1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOADAGAT1601819Z180,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
TAGAH1819Z1819Z1845Z9Z12Z15Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
SUCptspp_1,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
KAS1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACCOAC_1c,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PIt2m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ALDD8,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_4abut_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ALDD12,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CLIPAabctexc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
A3GALT2c,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,not in model,not in model
3OAR181,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
3OAR140,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOADAGAT1819Z1819Z18111Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pa180_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CYSabc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOADAGAT18111Z18111Z180,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
AMALT4,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DTARTD,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_lipa_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
THMPPt2m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_phethrlys_e,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CTPS2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
THRS,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EPISTAT_SC,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
OHPHM,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FRDO3r,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
RNTR2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FEDCabc,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
AMCOXO,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
1AGPEAT18111Z1819Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
METARHODOPSINHc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
SEAHCYSHYD_1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CPPPGOAN2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CLPNS180,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOADAGAT1819Z1819Z180,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PROabc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DXHPScm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
RNDR2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EAR161y,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FASm240,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pe141_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ALDD16,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
MLTG4,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
MYCSacp58,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
Kabc,not in model,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model
NO2t3,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ATPS4r,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
I2FE2SS,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
POR_1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PYDXS,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CRNCDH,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ALCD1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PYK2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CITtcm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ASPOR_m,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PG1819Z160t,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DGDGW6DS1829Z12Z160c,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PHETHRLYSr,not in model,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
SUCFUMtm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
MMSAD2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
NADH2_u6cm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
RIBabc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
NDPK2m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CYSATm,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_arbtn_fe3_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model
EX_pa141_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FAO80pc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
SPTc,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
HISTP,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FASm260,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ALATA_L,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ETHAPT1819Z1819Z,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
Protein_t,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
QULNS,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,not in model,nonlethal,not in model
FEENTERabcppc,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
PGW3DS1839Z12Z15Z160c,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
SADT2,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
3OAR140_m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ALDD9,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
CYTDK1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FASm2602,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EAR80_m,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EAR181y,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
AKGDb,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
SERASr,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ADSL2r,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FASm1601,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
TAGAH1819Z1819Z180,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
GLYCt,nonlethal,not in model,not in model,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
PPCK,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
2AGPGAT161,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
FASm300,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
BUP2,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model,not in model
CHLPCTD,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
TYRTA,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DATCY,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
ACOAD5_1,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
EX_pe1801845Z9Z12Z15Z_e,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
DHR,nonlethal,not in model,nonlethal,not in model,not in model,not in model,nonlethal,not in model,nonlethal,nonlethal,not in model
