,T. gondii GT1,T. gondii ME49,P. falciparum 3D7,P. berghei ANKA,P. vivax Sal1,C. hominis TU502 (2012),C. parvum Iowa II,E. histolytica HM1IMSS-A,L. major SD75,T. cruzi CL Brener,T. brucei Lister 427,V. brassicaformis CCMP3155,B. bovis T2Bo,N. fowleri ATCC30863
RHODOPSINRTc,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
NDH2_sync,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_pgp141_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
RETINOLSATc,,,not in model,not in model,not in model,,,not in model,,,,,,
HMGCOAR,,,not in model,not in model,not in model,,,not in model,,,,,,
DKDID,,,not in model,not in model,not in model,,,not in model,,,,,,
THRMETARGr,,,not in model,not in model,not in model,,,not in model,,,,,,
FACOAL140_ISO,,,nonlethal,nonlethal,not in model,,,nonlethal,,,,,,
CTBTCAL2,,,not in model,not in model,not in model,,,nonlethal,,,,,,
2agpg180t,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ALCD25xi,,,not in model,not in model,not in model,,,nonlethal,,,,,,
TMDS,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
MG3Bc,,,not in model,not in model,not in model,,,nonlethal,,,,,,
TMK,,,not in model,not in model,not in model,,,not in model,,,,,,
PLIPA2A140,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
RPEc,,,not in model,not in model,not in model,,,nonlethal,,,,,,
EX_8aonn_e,,,not in model,not in model,not in model,,,not in model,,,,,,
BILEt4,,,not in model,not in model,not in model,,,not in model,,,,,,
PCHLD646ORc,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_2agpg140_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
THIORDXm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
EX_sulfac_e,,,not in model,nonlethal,not in model,,,not in model,,,,,,
EX_tungs_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
G3PT,,,not in model,not in model,not in model,,,not in model,,,,,,
PLDAGAT_LNA_EPA_LNA_PC_1_c,,,not in model,nonlethal,not in model,,,not in model,,,,,,
ETHAPT_STC_DHA_c,,,not in model,not in model,not in model,,,not in model,,,,,,
ACOAD5,,,not in model,not in model,not in model,,,not in model,,,,,,
MCSNAH,,,not in model,not in model,not in model,,,nonlethal,,,,,,
LPCAT_LNA_EPA_sn2_c,,,nonlethal,not in model,not in model,,,not in model,,,,,,
HXCT,,,not in model,not in model,not in model,,,not in model,,,,,,
GTPCII,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PA120abcppc,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
LLDH_ferr_mc,,,not in model,not in model,not in model,,,not in model,,,,,,
ALDD8,,,not in model,not in model,not in model,,,nonlethal,,,,,,
AMETt,,,nonlethal,not in model,not in model,,,not in model,,,,,,
MALS,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
LPLIPAL2G160,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
MNLpts,,,not in model,not in model,not in model,,,nonlethal,,,,,,
EX_pta_e,,,not in model,not in model,nonlethal,,,nonlethal,,,,,,
DHBD,,,not in model,not in model,not in model,,,nonlethal,,,,,,
AGPAT161,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
NOX,,,not in model,not in model,not in model,,,not in model,,,,,,
TIHCD,,,not in model,not in model,not in model,,,not in model,,,,,,
VALTRSm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
pail_uptake,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PLDAGAT18111Z1819Z18111Z1,,,not in model,not in model,not in model,,,not in model,,,,,,
G3PAT141,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
FACOAL50It2ppc,,,not in model,not in model,nonlethal,,,nonlethal,,,,,,
MMM,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_gthrd_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
DGDGD4DS1819Z1634Z7Z10Zc,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
EX_alaasnleu_e,,,not in model,not in model,not in model,,,not in model,,,,,,
SPRMS,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ALCD23xi,,,not in model,not in model,not in model,,,nonlethal,,,,,,
3OAS140,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
DM_lys__L_c,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
ASCBptsppc,,,not in model,not in model,not in model,,,nonlethal,,,,,,
FASm2601,,,not in model,not in model,not in model,,,not in model,,,,,,
PKETF,,,not in model,not in model,not in model,,,nonlethal,,,,,,
FACOAL60t2ppc,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
HISabc,,,not in model,not in model,not in model,,,nonlethal,,,,,,
PHEPHEASNt,,,not in model,not in model,not in model,,,not in model,,,,,,
ALCD22xim,,,not in model,not in model,not in model,,,not in model,,,,,,
MGDGW6DS1829Z12Z160c,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
DURIK1,,,not in model,not in model,not in model,,,nonlethal,,,,,,
HDCAt2,,,not in model,not in model,not in model,,,not in model,,,,,,
DES_9,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
HCO3abc,,,not in model,not in model,not in model,,,not in model,,,,,,
GGGABADr,,,not in model,not in model,not in model,,,not in model,,,,,,
4HALDD,,,not in model,not in model,not in model,,,not in model,,,,,,
GAPD,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
pe_prod22,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
MGHAc,,,not in model,not in model,not in model,,,not in model,,,,,,
MI3PSB,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
MLDEP1ppc,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_nh4_e,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
DASYN160190,,,not in model,not in model,not in model,,,not in model,,,,,,
CLt_e,,,not in model,not in model,not in model,,,not in model,,,,,,
PGMmc,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
METOX1s,,,not in model,not in model,not in model,,,nonlethal,,,,,,
NA1ATPasem,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PCHOLHSTDe_1nhs,,,not in model,not in model,not in model,,,not in model,,,,,,
PGSA_SA,,,not in model,not in model,not in model,,,not in model,,,,,,
PACCOAL2,,,not in model,not in model,not in model,,,not in model,,,,,,
RHODOPSINIc,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
EX_mnl_e,,,not in model,not in model,not in model,,,nonlethal,,,,,,
CYSTAm,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
DASYNm_SC,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
TAGAH16018111Z180,,,not in model,not in model,not in model,,,nonlethal,,,,,,
EX_arab__L_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
NNAMrm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
DM_asn__L_c,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
R5PFLc,,,nonlethal,nonlethal,not in model,,,not in model,,,,,,
EX_galman4_e,,,not in model,not in model,not in model,,,not in model,,,,,,
23CN2P3,,,not in model,not in model,not in model,,,not in model,,,,,,
DKMPPD2,,,not in model,not in model,not in model,,,not in model,,,,,,
SUCOAS1mc,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_ethso3_e,,,not in model,nonlethal,not in model,,,not in model,,,,,,
GLTPD,,,not in model,not in model,not in model,,,nonlethal,,,,,,
ETF,,,not in model,not in model,not in model,,,not in model,,,,,,
ACOADAGAT18111Z1819Z1845Z9Z12Z15Z,,,not in model,nonlethal,not in model,,,not in model,,,,,,
EAR161x,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
CYSATm,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
lipid8,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
LPAMt_c,,,not in model,not in model,not in model,,,not in model,,,,,,
METTRPPHEr,,,not in model,not in model,not in model,,,not in model,,,,,,
FERRICHabc,,,nonlethal,nonlethal,not in model,,,not in model,,,,,,
GLYALDt,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
OMCDC,,,nonlethal,not in model,not in model,,,not in model,,,,,,
R07456,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
EX_CE5022_e,,,nonlethal,not in model,not in model,,,not in model,,,,,,
PAPA_LNA_ARA_c,,,not in model,not in model,not in model,,,not in model,,,,,,
CHLabc,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
PLDAGAT1819Z1819Z18111Z2,,,not in model,not in model,not in model,,,not in model,,,,,,
PROt4_2_r,,,not in model,not in model,not in model,,,not in model,,,,,,
EAR120x,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
ACOADH60_m,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PTRCabc,,,nonlethal,not in model,nonlethal,,,nonlethal,,,,,,
EX_clpn141_e,,,nonlethal,not in model,not in model,,,not in model,,,,,,
2agpe140t,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PYDXNK,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
ILEtec,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
LPLIPAL1A180,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
EX_pe181_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
GLNt,,,nonlethal,not in model,not in model,,,not in model,,,,,,
TAGL_SC,,,not in model,not in model,not in model,,,nonlethal,,,,,,
LAC,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
NABTNO,,,not in model,not in model,not in model,,,nonlethal,,,,,,
GLYabc,,,not in model,not in model,not in model,,,not in model,,,,,,
ORPT,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
CDIPT1819Z160,,,not in model,not in model,not in model,,,not in model,,,,,,
OPHHXm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
FMNAT,,,not in model,nonlethal,nonlethal,,,nonlethal,,,,,,
LYSVALPHEt,,,not in model,not in model,not in model,,,not in model,,,,,,
MI14PP,,,not in model,not in model,not in model,,,nonlethal,,,,,,
HMR_1627,,,not in model,not in model,not in model,,,not in model,,,,,,
CD2t4,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
8AONNt2,,,not in model,not in model,not in model,,,not in model,,,,,,
UMPU,,,not in model,not in model,not in model,,,not in model,,,,,,
AKGDHe2r,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
DAGK_MYRS_EPA_c,,,not in model,not in model,not in model,,,not in model,,,,,,
BATHORHODOPSINIc,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
DOLPGT2,,,nonlethal,not in model,not in model,,,not in model,,,,,,
MDDEP2ppc,,,not in model,not in model,not in model,,,not in model,,,,,,
GLPASE1,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
EX_hg2_e,,,not in model,not in model,not in model,,,not in model,,,,,,
NTP11,,,not in model,not in model,not in model,,,not in model,,,,,,
UDPDOLPT,,,nonlethal,not in model,not in model,,,not in model,,,,,,
HISTP,,,not in model,not in model,not in model,,,not in model,,,,,,
UDPGtnic,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PLA2PE_LNA_ALNA_c,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_mantr_e,,,not in model,not in model,not in model,,,nonlethal,,,,,,
ACOADAGAT1601819Z1819Z,,,not in model,nonlethal,not in model,,,not in model,,,,,,
TAGAH1819Z1819Z1845Z9Z12Z15Z,,,not in model,not in model,not in model,,,nonlethal,,,,,,
3AIB_Dtm,,,not in model,not in model,not in model,,,not in model,,,,,,
NDH1_2uc,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_thm_e,,,nonlethal,nonlethal,not in model,,,not in model,,,,,,
EX_tre_e,,,not in model,not in model,not in model,,,nonlethal,,,,,,
DHAK,,,not in model,not in model,not in model,,,not in model,,,,,,
PFKhc,,,nonlethal,nonlethal,not in model,,,nonlethal,,,,,,
EX_val__L_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ADEt2,,,not in model,not in model,not in model,,,not in model,,,,,,
METHFtm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
NADDP,,,not in model,not in model,not in model,,,nonlethal,,,,,,
ATIH,,,not in model,not in model,not in model,,,not in model,,,,,,
AKGDa,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_manglyc_e,,,not in model,not in model,not in model,,,nonlethal,,,,,,
TYROXDAc,,,not in model,not in model,not in model,,,not in model,,,,,,
FAS80_L,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
EX_pe1801829Z12Z_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
LIPOti,,,nonlethal,not in model,not in model,,,not in model,,,,,,
FBA,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
AKGDH,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PHYTEDH1,,,not in model,not in model,not in model,,,not in model,,,,,,
PLA2PE_OLE_EPA_c,,,not in model,not in model,not in model,,,not in model,,,,,,
UREA,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
PRO1x,,,nonlethal,not in model,not in model,,,not in model,,,,,,
AHEXASE3,,,not in model,not in model,not in model,,,not in model,,,,,,
KAS14_ap,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
NFTYROX,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
G3PAT182_9_12_c,,,nonlethal,not in model,not in model,,,not in model,,,,,,
GLCNACT,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
PLDAGAT18111Z1819Z18111Z3,,,not in model,not in model,not in model,,,not in model,,,,,,
TYRTAi,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
GLUVESSEC,,,not in model,not in model,not in model,,,not in model,,,,,,
DEDOLP1,,,nonlethal,not in model,not in model,,,not in model,,,,,,
D_LACDcm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
AACPS7,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
pe_prod18,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
RNDR2,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
FASm320,,,not in model,not in model,not in model,,,not in model,,,,,,
ECOAH3,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
G2PP,,,not in model,not in model,not in model,,,nonlethal,,,,,,
MATm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
GLUB0AT3tc,,,not in model,not in model,not in model,,,nonlethal,,,,,,
PLDAGAT18111Z1819Z1819Z1,,,not in model,not in model,not in model,,,not in model,,,,,,
LPCAT_LNA_ALNA_sn2_c,,,nonlethal,not in model,not in model,,,not in model,,,,,,
THRt2m,,,not in model,not in model,not in model,,,not in model,,,,,,
ASPTRSm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PPANA,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ALAGLYexR,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
METGL,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
ECOAH12m,,,not in model,not in model,not in model,,,not in model,,,,,,
FA180ACPH,,,not in model,not in model,not in model,,,nonlethal,,,,,,
RBK,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
EX_cdpdtdecg_e,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
FDH7,,,nonlethal,not in model,not in model,,,not in model,,,,,,
COBALTt5,,,not in model,not in model,not in model,,,nonlethal,,,,,,
CMSc,,,not in model,nonlethal,not in model,,,not in model,,,,,,
NNAM,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
EX_oaa_e,,,not in model,not in model,not in model,,,not in model,,,,,,
ALAabc,,,not in model,not in model,not in model,,,not in model,,,,,,
ARD1,,,not in model,not in model,not in model,,,not in model,,,,,,
ETHAPT_PALM_EPA_c,,,not in model,nonlethal,not in model,,,not in model,,,,,,
C181SN,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
H2Ot,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
PTHPS2,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
FEtm,,,not in model,not in model,not in model,,,not in model,,,,,,
HDCAt,,,not in model,not in model,not in model,,,not in model,,,,,,
TRDRm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ARSt1,,,not in model,not in model,not in model,,,not in model,,,,,,
SALCpts,,,not in model,not in model,not in model,,,nonlethal,,,,,,
EX_glyclt_e,,,not in model,not in model,not in model,,,not in model,,,,,,
pi_prod4,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
MTHFD_1,,,not in model,not in model,not in model,,,not in model,,,,,,
GLYC3Ptm,,,not in model,not in model,not in model,,,not in model,,,,,,
HYDA,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
EX_taur_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
SK_trdrd_c,,,not in model,nonlethal,not in model,,,not in model,,,,,,
FKYNH,,,not in model,not in model,not in model,,,nonlethal,,,,,,
NADH9,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
LPEAT_MYRS_GLNA_sn2_c,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_degly_e,,,not in model,not in model,not in model,,,not in model,,,,,,
PLDAGAT_EPA_EPA_DHA_PC_2_c,,,not in model,nonlethal,not in model,,,not in model,,,,,,
SPRMti,,,not in model,not in model,not in model,,,not in model,,,,,,
C226CPT1,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_o16a4colipa_e,,,nonlethal,not in model,nonlethal,,,nonlethal,,,,,,
ACOAD6f,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
DADNt4,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
UPPDC1,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ECOAH2c,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
EX_enlipidA_e,,,nonlethal,not in model,nonlethal,,,nonlethal,,,,,,
APPTmc,,,not in model,not in model,not in model,,,nonlethal,,,,,,
HIBH,,,not in model,not in model,not in model,,,not in model,,,,,,
FUMAC,,,not in model,not in model,not in model,,,not in model,,,,,,
GNDc,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ACOLIPAabctexc,,,nonlethal,not in model,nonlethal,,,nonlethal,,,,,,
UGE,,,not in model,not in model,not in model,,,not in model,,,,,,
UDPGP,,,not in model,not in model,not in model,,,not in model,,,,,,
HICITDmc,,,not in model,not in model,not in model,,,not in model,,,,,,
DASYN184_6_9_12_15,,,nonlethal,not in model,nonlethal,,,not in model,,,,,,
GALt2_2,,,nonlethal,not in model,nonlethal,,,not in model,,,,,,
AMALT1,,,not in model,not in model,not in model,,,nonlethal,,,,,,
PGKm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ACKr,,,not in model,not in model,not in model,,,nonlethal,,,,,,
DGDGW3DS1839Z12Z15Z1644Z7Z10Z13Zc,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
RE3052C,,,not in model,not in model,not in model,,,not in model,,,,,,
3HAD140_ap,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
CFAS160E,,,nonlethal,not in model,nonlethal,,,not in model,,,,,,
G12MT2,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PIN3K,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
THRTHRARGr,,,nonlethal,not in model,not in model,,,not in model,,,,,,
ENLIPIDAt1exc,,,nonlethal,not in model,nonlethal,,,nonlethal,,,,,,
5AOPt2,,,not in model,nonlethal,not in model,,,not in model,,,,,,
MNLDHr,,,nonlethal,not in model,not in model,,,not in model,,,,,,
ADSL1r,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
EX_pgp1819Z160_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
HPYRRx,,,not in model,not in model,not in model,,,not in model,,,,,,
KAS11,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
LPLIPAL2G180,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
FGLU,,,not in model,not in model,not in model,,,not in model,,,,,,
CAATPS,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
HMGL_1,,,not in model,not in model,not in model,,,not in model,,,,,,
PLPSA218111Z1819Z,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
6PGALSZ,,,not in model,not in model,not in model,,,not in model,,,,,,
ACOADAGAT1801819Z180,,,not in model,nonlethal,not in model,,,not in model,,,,,,
FAS140_ap,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
HKt,,,not in model,not in model,not in model,,,not in model,,,,,,
DGDGW6DS1819Z1627Z10Zc,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
DHRT_ivcoa,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
PPAKr,,,not in model,not in model,not in model,,,nonlethal,,,,,,
r0340,,,not in model,not in model,not in model,,,not in model,,,,,,
THMDt2,,,not in model,not in model,not in model,,,not in model,,,,,,
GCM,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
C22STDS,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
UA4E,,,not in model,not in model,not in model,,,not in model,,,,,,
ILEARGILEr,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
ACOAD2,,,not in model,not in model,not in model,,,not in model,,,,,,
PPYRDC,,,not in model,not in model,not in model,,,not in model,,,,,,
E4PD,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
G6PI2,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
FAS160COA,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
GLYt2r,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
ACOADAGAT1601819Z18111Z,,,not in model,nonlethal,not in model,,,not in model,,,,,,
DESAT18,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ACP1619ZD9DSc,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
PAIL18111Z160t,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
PLDAGAT1819Z18111Z1819Z4,,,not in model,not in model,not in model,,,not in model,,,,,,
GHBDHx,,,not in model,not in model,not in model,,,not in model,,,,,,
CTECOAI7,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
pe_prod2,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
NTPP2,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
HMR_4700,,,nonlethal,not in model,not in model,,,not in model,,,,,,
r0398,,,nonlethal,not in model,not in model,,,not in model,,,,,,
CHYA2c,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
protein_bm,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
CITACt,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
OHPHMm,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
FMNRx,,,not in model,not in model,not in model,,,not in model,,,,,,
BUTSO3abcppc,,,not in model,nonlethal,not in model,,,nonlethal,,,,,,
HHDDI,,,not in model,not in model,not in model,,,not in model,,,,,,
EX_xylan4_e,,,not in model,not in model,not in model,,,not in model,,,,,,
CYSGLUexR,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
EX_pe1819Z1835Z9Z12Z_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
PE1801835Z9Z12Zt,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
pg_prod2,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
AKGICITtm,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
ARGSS,,,not in model,not in model,not in model,,,not in model,,,,,,
LDL_HSDEGnhs,,,not in model,not in model,not in model,,,not in model,,,,,,
DMQMTm,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
HMR_2862,,,not in model,nonlethal,not in model,,,not in model,,,,,,
RZ5PP,,,not in model,not in model,not in model,,,nonlethal,,,,,,
ACDO,,,not in model,not in model,not in model,,,not in model,,,,,,
NH4t,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
FAMPL3,,,not in model,not in model,not in model,,,not in model,,,,,,
SK_trnaser_c,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
EX_35cgmp_e,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
DADA,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
FPGS5,,,not in model,not in model,not in model,,,not in model,,,,,,
PIt5m,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
EX_ile__L_e,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
G3PAT140,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
DPCOAK_ap,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
ALCD1,,,not in model,not in model,not in model,,,not in model,,,,,,
NADH10,,,nonlethal,not in model,not in model,,,nonlethal,,,,,,
ACOAR3mc,,,not in model,not in model,not in model,,,nonlethal,,,,,,
BZDH,,,not in model,not in model,not in model,,,not in model,,,,,,
OIVD3m,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
DB4PS,,,not in model,not in model,nonlethal,,,not in model,,,,,,
DGTSDS1829Z12Z1829Z12Z1,,,not in model,not in model,not in model,,,not in model,,,,,,
ME1m,,,not in model,not in model,not in model,,,not in model,,,,,,
DGDGGH1839Z12Z15Z1634Z7Z10Zc,,,not in model,not in model,not in model,,,not in model,,,,,,
GGPS_1c,,,not in model,not in model,not in model,,,not in model,,,,,,
GALm,,,not in model,not in model,not in model,,,not in model,,,,,,
THMATPe,,,nonlethal,nonlethal,not in model,,,not in model,,,,,,
CYSATc,,,not in model,not in model,not in model,,,not in model,,,,,,
ACPS,,,not in model,not in model,not in model,,,not in model,,,,,,
HPROx,,,not in model,not in model,not in model,,,not in model,,,,,,
PPM2,,,not in model,not in model,not in model,,,not in model,,,,,,
HEXCt,,,not in model,not in model,not in model,,,not in model,,,,,,
DCPE,,,not in model,not in model,not in model,,,not in model,,,,,,
AKGt2r,,,not in model,not in model,not in model,,,not in model,,,,,,
DM_his__L_c,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
CYTBO3,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
URO,,,not in model,not in model,not in model,,,not in model,,,,,,
TAGAH1819Z18111Z18111Z,,,not in model,not in model,not in model,,,nonlethal,,,,,,
EX_metmetile_e,,,nonlethal,not in model,not in model,,,not in model,,,,,,
SULR_1,,,nonlethal,nonlethal,not in model,,,not in model,,,,,,
ACMANApts,,,not in model,not in model,not in model,,,nonlethal,,,,,,
APNPT,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
EX_g6p_e,,,not in model,not in model,not in model,,,nonlethal,,,,,,
EPMGH,,,not in model,not in model,not in model,,,not in model,,,,,,
FADRx2,,,nonlethal,nonlethal,nonlethal,,,not in model,,,,,,
DMCITALDM,,,not in model,not in model,not in model,,,not in model,,,,,,
NDPK5,,,nonlethal,nonlethal,nonlethal,,,nonlethal,,,,,,
PLIPA2G141,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
r2507,,,not in model,nonlethal,not in model,,,not in model,,,,,,
ACGAMT,,,not in model,not in model,not in model,,,not in model,,,,,,
HPPK_1,,,not in model,nonlethal,nonlethal,,,not in model,,,,,,
