,TgondiiGT1,TgondiiME49,Pfalciparum3D7_generic_biomass,Pfalciparum3D7_species_biomass,PbergheiANKA_generic_biomass,PbergheiANKA_species_biomass,PcynomolgiB_generic_biomass,PcynomolgiB_species_biomass,PvivaxSal1_generic_biomass,PvivaxSal1_species_biomass,ChominisTU502_2012,CparvumIowaII,PknowlesiH_generic_biomass,PknowlesiH_species_biomass,Pfalciparum3D7_without_ortho_generic_biomass,Pfalciparum3D7_without_ortho_species_biomass,PbergheiANKA_without_ortho_generic_biomass,PbergheiANKA_without_ortho_species_biomass,PcynomolgiB_without_ortho_generic_biomass,PcynomolgiB_without_ortho_species_biomass,PvivaxSal1_without_ortho_generic_biomass,PvivaxSal1_without_ortho_species_biomass,PknowlesiH_without_ortho_generic_biomass,PknowlesiH_without_ortho_species_biomass,pfal2018,pviv2018,pber2018,pkno2018,pcyn2018,ipfa2017,tg2015,iPfal19
ORNTA_1,0.9999999999999998,0.9999999999999992,0.9999999999999979,0.9999999999999979,1.0000000000000007,1.0000000000000007,0.9999999999999993,0.9999999999999993,0.999999999999999,0.999999999999999,NA,NA,1.0000000000000273,1.0000000000000273,1.0000000000000058,1.0000000000000058,0.9999999999999977,0.9999999999999977,1.0000000000000397,1.0000000000000397,1.0000000000000016,1.0000000000000016,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
EXC_BOTH_C05938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
ECA4COLIPAabctexc,0.9999999999999998,1.0,1.0000000000000009,1.0000000000000009,NA,NA,NA,NA,1.000000000000001,1.000000000000001,1.0000000000000013,0.9999999999999937,1.0000000000000002,1.0000000000000002,1.0000000000000078,1.0000000000000078,NA,NA,NA,NA,1.0000000000000002,1.0000000000000002,0.9999999999999999,0.9999999999999999,NA,NA,NA,NA,NA,NA,NA,NA
R01126_TGME49_239620_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
DLYSPYRAT,NA,NA,NA,NA,1.0000000000000004,1.0000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999977,0.9999999999999977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HSK,0.9999999999999992,1.0000000000000009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2St,NA,NA,1.0000000000000002,1.0000000000000002,1.0000000000000016,1.0000000000000016,0.9999999999999983,0.9999999999999983,1.0000000000000002,1.0000000000000002,NA,NA,1.0000000000000013,1.0000000000000013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999999999999977
R09562_TGME49_236010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
EXC_BOTH_C02222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
T_c_to_e_C16466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
2AGPEAT160,0.9999999999999994,1.0000000000000002,1.0000000000000113,1.0000000000000113,1.0000000000000007,1.0000000000000007,1.0000000000000018,1.0000000000000018,1.0000000000000007,1.0000000000000007,1.0000000000000184,0.9999999999999997,0.9999999999999992,0.9999999999999992,1.000000000000016,1.000000000000016,0.9999999999999972,0.9999999999999972,1.0000000000000404,1.0000000000000404,1.000000000000001,1.000000000000001,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
PCW3DS_MYRS_EPA_sn2_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999996,0.9999999999999996,NA,NA,NA,NA,NA,NA,NA,NA
R07412_TGME49_228180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
T_c_to_e_C00454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
PLIPA2A161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999993
RNDR1b,0.9999999999999998,1.0,0.9999999999999988,0.9999999999999988,1.0000000000000027,1.0000000000000027,0.9999999999999976,0.9999999999999976,1.0000000000000042,1.0000000000000042,1.000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000075,1.0000000000000075,0.9999999999999964,0.9999999999999964,1.000000000000041,1.000000000000041,1.0000000000000016,1.0000000000000016,1.0000000000000009,1.0000000000000009,0.9999999999999996,1.0000000000000002,0.9999999999999958,1.0000000000000002,1.0000000000000016,NA,NA,NA
DAGAH_DHA_ARA_c,1.0000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGPAT181_ap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999998
EXC_BOTH_C00526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
PLDPC_EPA_EPA_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999989,0.9999999999999989,NA,NA,NA,NA,NA,NA,NA,NA
R03165_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999993,NA,NA
EX_h2o_LPAREN_e_RPAREN_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9585635359116016,0.9585635359116044,0.956772334293947,0.9585635359116027,0.9567723342939487,NA,NA,NA
T_c_to_e_C16221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
DOLPMTcer,NA,NA,NA,NA,NA,NA,1.0000000000000007,1.0000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000000000000039,1.000000000000039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T_c_to_e_C05545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
R00371_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000004,NA,NA
SULFACabcppc,NA,NA,NA,NA,1.0000000000000016,1.0000000000000016,NA,NA,NA,NA,1.0000000000000027,1.0000000000000007,NA,NA,NA,NA,0.9999999999999953,0.9999999999999953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THFAT,0.9999999999999998,1.0,0.9999999999999988,0.9999999999999988,1.000000000000279,1.000000000000279,0.9999999999999976,0.9999999999999976,1.0000000000000004,1.0000000000000004,1.000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000075,1.0000000000000075,0.9999999999999977,0.9999999999999977,1.000000000000041,1.000000000000041,1.0000000000000016,1.0000000000000016,1.0000000000000009,1.0000000000000009,1.0000000000000009,1.0000000000000016,0.9999999999999977,0.9999999999999997,1.000000000000002,NA,NA,NA
ORNt,0.9999999999999997,1.0000000000000007,0.9997145893964153,0.9997145893964153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9996390855459318,0.9996390855459318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000000000000001
R03530_TGME49_295350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
NO3abcppc,1.0000000000000002,1.0000000000000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OHPBAT,1.0,0.9999999999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAURabc,0.9999999999999998,1.0000000000000095,1.0000000000000002,1.0000000000000002,1.0000000000000013,1.0000000000000013,NA,NA,1.0000000000000007,1.0000000000000007,1.0000000000000018,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000095,1.0000000000000095,0.9999999999999977,0.9999999999999977,NA,NA,0.999999999999999,0.999999999999999,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
3OAS160_1c,1.0000000000000002,1.0,1.0000000000000009,1.0000000000000009,0.9999967389207176,0.9999967389207176,0.9999999999999991,0.9999999999999991,1.000000000000001,1.000000000000001,NA,NA,1.0000000000000002,1.0000000000000002,1.0000000000000078,1.0000000000000078,0.9999825497541687,0.9999825497541687,1.0000000000000195,1.0000000000000195,0.9999999999999993,0.9999999999999993,0.9999999999999999,0.9999999999999999,NA,NA,NA,NA,NA,NA,NA,NA
EX_arbtn_fe3_e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLA2PE_STC_OLE_c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999996,0.9999999999999996,NA,NA,NA,NA,NA,NA,NA,NA
EXC_BOTH_C06584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
4HBZCOAFm,NA,NA,0.0,0.0,NA,NA,9.573258235488356e-16,9.573258235488356e-16,0.0,0.0,NA,NA,5.447896252010205e-16,5.447896252010205e-16,0.0,0.0,NA,NA,0.0,0.0,-2.7514233301986614e-15,-2.7514233301986614e-15,1.6301746540347934e-14,1.6301746540347934e-14,NA,NA,NA,NA,NA,NA,NA,NA
T_c_to_e_C05755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
P5CRm,0.9999999999999992,1.0000000000000013,1.0000000000000016,1.0000000000000016,0.9999999999999974,0.9999999999999974,0.999999999999999,0.999999999999999,0.9999999999999294,0.9999999999999294,NA,NA,1.0000000000000022,1.0000000000000022,1.0000000000000087,1.0000000000000087,0.999999999999997,0.999999999999997,1.0000000000000453,1.0000000000000453,1.0000000000000036,1.0000000000000036,1.0000000000000444,1.0000000000000444,NA,NA,NA,NA,NA,NA,NA,NA
PUNP_pf,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98583094784551e-16,5.98583094784551e-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000002
R04137_TGME49_317705_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
FAO141p_oddc,0.9999999999999998,0.9999999999999986,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000013,0.9999999999999937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R01513_TGME49_239820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
DIPEPabc9c,NA,NA,1.0000000000000036,1.0000000000000036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000082,1.0000000000000082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX_mg2_LPAREN_e_RPAREN_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.9999999999999987,1.0,1.0000000000000002,1.0000000000000013,NA,NA,NA
EX_ps160_e,1.000000000000001,0.9999999999999994,1.0000000000000016,1.0000000000000016,1.000000000000001,1.000000000000001,0.9999999999999994,0.9999999999999994,0.9999999999999997,0.9999999999999997,1.0000000000000022,0.9999999999999969,0.9999999999999999,0.9999999999999999,1.0000000000000069,1.0000000000000069,0.9999999999999966,0.9999999999999966,1.0000000000000326,1.0000000000000326,1.0000000000000016,1.0000000000000016,1.0000000000000007,1.0000000000000007,NA,NA,NA,NA,NA,NA,NA,NA
PPPGOm_pf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000018
EXC_BOTH_C00108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
DAGAH_LNA_LNA_c,1.0000000000000067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AACPS5_1c,1.0000000000000004,1.0,0.9999999999999992,0.9999999999999992,NA,NA,0.9999999999999991,0.9999999999999991,NA,NA,NA,NA,1.0000000000000002,1.0000000000000002,0.999999998696727,0.999999998696727,NA,NA,1.0000000000000195,1.0000000000000195,NA,NA,0.9999999999999999,0.9999999999999999,NA,NA,NA,NA,NA,NA,NA,NA
lipid1,NA,NA,0.9999891747697442,0.9999891747697442,-3.45833536866509e-11,-3.45833536866509e-11,2.8403766669637697e-12,2.8403766669637697e-12,3.480079568159476e-16,3.480079568159476e-16,NA,NA,-1.4824119623751366e-12,-1.4824119623751366e-12,1.3933530627113588e-11,1.3933530627113588e-11,2.948339389575043e-12,2.948339389575043e-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999997
R04952_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA
PIt9,0.9999999999999997,1.0000000000000002,0.9999999999999978,0.9999999999999978,1.0000000000000016,1.0000000000000016,0.9999999999999993,0.9999999999999993,1.000000000000001,1.000000000000001,NA,NA,1.0000000000000002,1.0000000000000002,0.9999999999999961,0.9999999999999961,0.9999999999999497,0.9999999999999497,1.0000000000000395,1.0000000000000395,1.0000000000000022,1.0000000000000022,0.9999999999999986,0.9999999999999986,0.9999999999999999,0.9999999999999993,0.9999999999999993,0.9999999999999987,1.0000000000000018,NA,NA,NA
KAS10,0.9999999999999992,1.0000000000000013,0.9999999999999976,0.9999999999999976,0.9999999999999917,0.9999999999999917,1.0000000000000004,1.0000000000000004,0.999999999999999,0.999999999999999,1.000000000000002,0.999999999999998,1.0000000000000004,1.0000000000000004,1.0000000000000069,1.0000000000000069,0.9999999999999968,0.9999999999999968,1.0000000000000393,1.0000000000000393,1.0000000000000022,1.0000000000000022,0.9999999999999621,0.9999999999999621,NA,NA,NA,NA,NA,NA,NA,NA
GLUK_syn,0.9999999999999992,1.0000000000000013,0.9999999999999981,0.9999999999999981,0.9999999999992591,0.9999999999992591,0.9999999999999968,0.9999999999999968,0.9999999999999988,0.9999999999999988,1.000000000000002,0.9999999999999987,1.000000000000001,1.000000000000001,1.0000000000000073,1.0000000000000073,1.0000000000001834,1.0000000000001834,1.0000000000000415,1.0000000000000415,1.0000000000000009,1.0000000000000009,0.9999999999999996,0.9999999999999996,NA,NA,NA,NA,NA,NA,NA,NA
R00847_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999998,NA,NA
NDPK3m,1.0,1.0000000000000007,1.0000000000000018,1.0000000000000018,1.0000000000000013,1.0000000000000013,0.9999999999999983,0.9999999999999983,0.9999999999999991,0.9999999999999991,1.0000000000000018,0.9999999999999993,1.0000000000000007,1.0000000000000007,1.0000000000000093,1.0000000000000093,0.9999999999999964,0.9999999999999964,1.0000000000000413,1.0000000000000413,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
T_c_to_e_C16339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
T_a_to_c_C00007_a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
PIN4K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999998
T_c_to_m_C00037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000027,NA,NA
R00094_EXP_2_TGME49_246920_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
CDS_18_0_18_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.840937750224458e-17,0.0,4.1657199797225663e-16,0.0,NA,NA,NA
R01868_m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000036,NA,NA
A2GALT3c,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX_mi1p__D_e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000000000000002
MAGAH160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000000000000005,1.000000000000005,NA,NA,NA,NA,NA,NA,0.9999380256285522,0.9999380256285522,0.9991359544219293,0.9991359544219293,0.9999999999999993,NA,NA,NA,NA,NA,NA,NA
PGPP181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999993
T_c_to_e_C00417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000004,1.0,NA
EAR80y,0.9999999999999992,1.0,0.999999999999999,0.999999999999999,1.0000000000000007,1.0000000000000007,0.9999999999999981,0.9999999999999981,1.0000000000000027,1.0000000000000027,NA,NA,0.9999999999999841,0.9999999999999841,1.0000000000000062,1.0000000000000062,0.999999999999997,0.999999999999997,1.000000000002315,1.000000000002315,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
dag_pf_18_1_18_2tg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999981,1.0000000000004616,0.9999999999999851,0.9999999999999993,1.000000000000002,NA,NA,NA
CYO1b2_syn,NA,NA,NA,NA,NA,NA,1.0000000000000029,1.0000000000000029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DHCRD2,1.0000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0000000000000004
PYNP2r,NA,NA,NA,NA,1.0000000000000027,1.0000000000000027,0.9999999999999976,0.9999999999999976,1.0000000000000042,1.0000000000000042,NA,NA,1.0000000000000004,1.0000000000000004,NA,NA,0.9999999999999964,0.9999999999999964,1.000000000000041,1.000000000000041,1.0000000000000016,1.0000000000000016,1.0000000000000009,1.0000000000000009,0.9309392265193377,0.9309392265219647,0.9279538904899132,0.9309392265193379,0.9279538904899147,NA,NA,NA
PYK_ap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999999999999997
LNLCt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.454156259212213e-17,0.0,0.0,0.0,1.439043562827467e-16,NA,NA,NA
DASYNm_SC,1.000000000000002,1.0000000000000007,0.999999999999999,0.999999999999999,1.000000000000002,1.000000000000002,0.9999999999999976,0.9999999999999976,0.9999999999999988,0.9999999999999988,1.000000000000001,0.999999999999999,0.9999999999999999,0.9999999999999999,1.0000000000000064,1.0000000000000064,0.9999999999999972,0.9999999999999972,1.0000000000000384,1.0000000000000384,0.9999999999998188,0.9999999999998188,1.0000000000000002,1.0000000000000002,NA,NA,NA,NA,NA,NA,NA,NA
T_c_to_e_C03402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
THMabc,NA,NA,0.0,0.0,2.4053052553040226e-16,2.4053052553040226e-16,NA,NA,NA,NA,NA,NA,NA,NA,8.765702539949459e-16,8.765702539949459e-16,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXC_BOTH_C16332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA
